Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
555426,242,0.5,15.6,0.21,76,0.25,0.22,34,0.26,0.02,12.9,0.05,2.4,13,16,0.04,POINT (-7.028256550392569 54.79303970692176),4.88,10.53,Clay
555427,814,0.5,8.2,0.88,13,0.12,0.05,39,0.08,0.03,94.8,0.57,4.2,2.8,1,0.19,POINT (-6.965308808655234 54.81368373141736),3.09,96.64,Clay
555429,591,2,7.1,0.65,26,0.26,0.03,64,0.14,0.03,69.1,0.85,4.3,3.8,0.5,0.18,POINT (-6.970322381864579 54.8324385126481),2.98,95.16,Clay
555430,1100,1,10.6,0.67,17,0.14,0.03,35,0.06,0.02,67.2,0.75,3.3,5.6,2,0.2,POINT (-7.137666002988821 54.80289492990324),3.15,92.52,Clay
555431,632,1,6.3,0.62,11,0.1,0.04,24,0.09,0.03,77.3,0.22,3,5.5,9,0.14,POINT (-7.195059469971859 54.83899705162428),3.03,86.36,Clay
555432,852,0.5,28,0.45,232,0.17,0.24,43,0.19,0.02,18.6,0.21,9.5,12,13,0.08,POINT (-7.074991982406261 54.750734719176386),4.47,10.17,Clay
555433,860,0.5,5.2,0.67,23,0.12,0.04,28,0.09,0.04,56.6,0.4,3.4,2.4,0.5,0.19,POINT (-7.184079436750854 54.8139058701017),2.95,96.31,Clay
555434,1090,2,24.6,0.44,420,0.43,0.27,70,0.58,0.02,20.7,0.24,7.9,27.6,29,0.08,POINT (-7.264541614282231 54.57483811271194),5.24,9.92,Silt
555435,788,0.5,11,0.51,285,0.34,0.05,34,0.11,0.03,54.8,0.41,3.6,3.8,2,0.18,POINT (-7.107160178536064 54.82104479762896),3.72,90.7,Clay
555436,1250,4,12,1,37,0.1,0.08,36,0.07,0.03,50.9,0.42,5.7,4.2,3,0.25,POINT (-6.942699454319897 54.814000865432966),3.1,87.24,Clay
555438,1130,0.5,25.3,0.54,1110,0.23,0.36,87,0.84,0.02,17.2,0.22,6.6,39.1,37,0.07,POINT (-7.215651755894223 54.724148000328306),4.72,10.51,Clay
555439,1920,2,42.4,0.47,368,0.86,0.23,89,0.65,0.02,21.7,0.49,7.7,36,36,0.18,POINT (-7.249296438132749 54.54279043875705),5.56,27.56,Silt
555440,1120,2,51.8,0.46,830,0.18,0.33,94,0.58,0.02,19.5,0.16,16.6,29.3,23,0.05,POINT (-7.090637042886207 54.774712566802094),4.84,4.89,Clay
555441,1400,0.5,30.2,0.4,336,0.25,0.22,79,0.44,0.02,22.6,0.34,8,22.2,24,0.08,POINT (-7.292111679292748 54.571319418648585),4.94,8.46,Silt
555442,794,0.5,6.3,0.55,13,0.2,0.04,34,0.1,0.03,66,0.64,4.1,2.7,1,0.17,POINT (-6.968075504775087 54.778375971171826),3.15,95.14,Clay
555443,752,0.5,6.3,0.54,46,0.21,0.04,24,0.09,0.04,44.8,0.22,4,2.1,2,0.17,POINT (-7.2159133136005575 54.814223576165496),3.3,95.29,Clay
555444,372,0.5,9.8,0.41,46,0.08,0.07,41,0.15,0.02,34.9,0.43,1.3,8.7,5,0.1,POINT (-7.121745821765444 54.814207281874474),3.05,55.49,Clay
555445,627,0.5,10.2,0.86,13,0.22,0.03,89,0.11,0.03,147.2,1.48,2.8,3.4,1,0.3,POINT (-6.943627436298973 54.773673807993106),2.99,96.19,Clay
555446,870,1,23.1,0.52,579,0.24,0.28,56,0.48,0.02,17.9,0.2,7,21.1,26,0.07,POINT (-7.2243360516079544 54.563501438186215),5.26,8.92,Silt
555447,978,2,34.1,0.45,599,0.28,0.33,89,1.01,0.02,24.1,0.2,8.7,47.8,36,0.06,POINT (-7.2616224687914 54.551562295023864),4.97,9.96,Silt
555448,572,0.5,4,0.42,16,0.15,0.04,34,0.1,0.03,44.4,0.39,4.8,1.7,0.5,0.12,POINT (-6.996833561899999 54.815754104907526),3.15,97.07,Clay
555449,645,2,4.5,0.45,12,0.18,0.04,21,0.12,0.04,47.3,0.39,5.4,2.1,1,0.16,POINT (-7.06402142460402 54.75638184812785),3.04,94.03,Clay
555450,658,3,5.8,0.47,17,0.17,0.04,31,0.1,0.03,53.4,0.45,4.6,2,0.5,0.17,POINT (-7.044603727335551 54.76503400791421),3.06,96.47,Clay
555451,720,0.5,4.5,0.45,11,0.13,0.04,33,0.11,0.04,49,0.33,2.5,1.7,0.5,0.15,POINT (-7.090418931549994 54.79758217454472),3.04,97.27,Clay
555452,419,0.5,5.3,0.42,7,0.16,0.02,32,0.12,0.04,60.9,0.5,4,1.6,0.5,0.11,POINT (-6.9722842675514975 54.757040348872486),3.11,97.14,Clay
555453,678,0.5,4.3,0.51,13,0.15,0.05,35,0.1,0.03,46.3,0.39,2.5,1.7,0.5,0.15,POINT (-7.04133554275579 54.801399369857045),3.01,97.48,Clay
555454,800,2,10.6,3.32,0,0.08,0.06,24,0.03,0.02,52.6,0.52,20.3,5.4,9,0.17,POINT (-7.007732087662576 54.82360523271277),3.76,54.9,Clay
555455,447,0.5,17.1,0.57,3540,0.07,0.2,69,0.51,0.02,34.2,0.27,9.7,21,25,0.12,POINT (-7.060166018096121 54.79471947323172),4.02,13.55,Clay
555456,514,0.5,7.1,0.57,33,0.2,0.04,40,0.13,0.03,87.8,0.72,4.1,2.3,0.5,0.16,POINT (-6.9848797097926045 54.763318009919885),3.08,96.8,Clay
555457,1620,3,33.3,1.35,713,0.59,0.1,47,0.14,0.01,54.2,0.74,16.2,12.7,19,0.3,POINT (-7.078386046321514 54.805710973741476),4.38,62.52,Clay
555459,671,0.5,7,0.55,62,0.26,0.04,51,0.16,0.03,56.1,0.65,2.3,2.6,0.5,0.2,POINT (-7.135774723775986 54.82155740164333),2.93,95.91,Clay
555460,596,0.5,5.9,0.55,20,0.17,0.03,39,0.12,0.03,44.6,0.31,2.2,3.2,1,0.14,POINT (-7.0793898231693335 54.76771959636722),2.92,93.65,Clay
555461,934,0.5,6,0.77,24,0.14,0.03,25,0.07,0.04,43.8,0.26,3.6,3.3,1,0.17,POINT (-7.168345438454026 54.78781984680424),3.13,93.69,Clay
555462,376,0.5,4.5,0.26,15,0.06,0.1,17,0.08,0.02,21.1,0.16,2.4,3.3,2,0.1,POINT (-7.199899660095129 54.804399327686234),3.01,43.94,Clay
555463,747,0.5,4.4,0.58,46,0.19,0.03,23,0.07,0.02,55.5,0.24,4.1,1.9,0.5,0.15,POINT (-7.017032057280521 54.76868543365991),3.11,96.19,Clay
555464,740,0.5,15.3,0.36,364,0.21,0.19,50,0.44,0.02,19,0.16,7.3,20.6,25,0.06,POINT (-7.285209916101182 54.56281648210856),4.83,8.08,Clay
555465,1070,0.5,12,0.74,45,0.17,0.06,40,0.09,0.02,55,0.54,6,4.6,2,0.21,POINT (-7.153601240711365 54.795640986848845),3.06,90.79,Clay
555466,874,0.5,6.5,0.72,23,0.14,0.05,43,0.1,0.03,64,0.4,4.6,2.2,0.5,0.2,POINT (-6.9853508855729105 54.79973129139658),3.01,96.46,Clay
555467,619,0.5,15.9,0.4,44,0.06,0.09,20,0.08,0.02,24,0.22,71,6.5,6,0.09,POINT (-7.074955692004113 54.734618433485245),3.36,46.06,Clay
555468,1130,0.5,20,0.32,258,0.77,0.2,76,0.51,0.02,20.4,0.27,4.5,27.5,24,0.08,POINT (-7.179203845754784 54.53539969918283),5.34,24.98,Silt
555469,693,0.5,8.9,0.53,14,0.22,0.03,83,0.14,0.04,91.3,0.77,3.2,2.8,0.5,0.22,POINT (-6.988180294189683 54.78170749472808),3.0,96.79,Clay
555470,1710,0.5,23.5,0.55,323,0.53,0.22,87,0.8,0.02,32,0.26,8.3,42.3,36,0.09,POINT (-7.283995929448895 54.54300089339065),4.83,22.71,Clay
555471,763,1,18.6,0.5,532,0.26,0.26,63,0.68,0.02,17.2,0.16,6.7,34.3,36,0.07,POINT (-7.185209375582372 54.54567251495377),5.31,9.54,Silt
555472,383,2,9.2,0.56,86,0.02,0.25,20,0.13,0.02,33.2,0.15,11.1,6.8,10,0.07,POINT (-7.033159560369866 54.81623765035213),3.66,14.33,Clay
555473,958,0.5,20.3,0.46,487,0.2,0.28,66,0.59,0.02,17.9,0.21,6.7,27.9,30,0.07,POINT (-7.203058533293142 54.53607134477779),4.73,12.0,Clay
555474,793,0.5,5.6,0.54,11,0.11,0.06,34,0.09,0.03,57.2,0.43,4.3,2.1,1,0.14,POINT (-6.953470510222419 54.800493532891885),3.17,92.45,Clay
555475,1040,0.5,6.2,0.61,61,0.09,0.05,18,0.04,0.02,63.2,0.25,24.2,4.4,5,0.21,POINT (-7.030552506318238 54.77830756780423),3.29,79.77,Clay
555476,600,2,18.1,0.37,887,0.14,0.12,56,0.5,0.01,15.3,0.19,7.5,25.4,26,0.07,POINT (-7.175989130665958 54.56919165263879),4.6,6.39,Clay
555478,657,0.5,6.4,0.42,22,0.16,0.04,27,0.1,0.03,55.3,0.33,3.4,2.6,1,0.13,POINT (-7.025755439967475 54.83108156748996),3.08,95.25,Clay
555479,1090,0.5,8.2,1.01,701,0.19,0.03,18,0.06,0.03,75.2,0.32,21.5,4.9,1,0.26,POINT (-7.027154139439566 54.75672944702205),3.44,93.63,Clay
555481,530,0.5,5.5,0.46,61,0.22,0.1,55,0.16,0.03,34.6,0.46,2.1,3.6,1,0.13,POINT (-7.121884371227867 54.79706843015721),3.1,81.79,Clay
555482,945,0.5,11.9,0.88,352,0.58,0.12,24,0.25,0.02,29,0.24,14.8,17,22,0.15,POINT (-7.296201677854619 54.55290938321312),4.47,42.71,Clay
555483,1900,2,33.9,0.9,50,0.13,0.13,33,0.08,0.02,72.6,0.6,23.4,10.9,7,0.25,POINT (-7.169498360716557 54.80361110523139),3.71,67.85,Clay
555484,662,1,7.2,1.06,53,0.2,0.05,50,0.12,0.03,49.7,0.68,2.6,4.1,0.5,0.15,POINT (-7.181901475837521 54.79699398154288),2.99,94.12,Clay
555485,1320,4,43.4,0.48,347,0.84,0.22,61,0.6,0.01,26.3,0.52,8.5,34.7,30,0.12,POINT (-7.233354720968155 54.55411735616014),4.71,35.24,Clay
555486,631,3,12.4,0.57,16,0.23,0.04,53,0.14,0.03,46.7,0.65,4.6,3,1,0.17,POINT (-6.9986014521120765 54.83105817099563),3.0,96.93,Clay
555487,865,2,8,0.52,11,0.18,0.05,34,0.12,0.04,60.9,0.76,4.9,2.4,1,0.15,POINT (-7.091487322908618 54.812331576395614),3.06,96.57,Clay
555488,830,1,13.7,0.64,27,0.12,0.06,38,0.11,0.03,100.2,0.81,3.8,5,4,0.21,POINT (-7.0604521379791985 54.8118706317269),3.09,80.3,Clay
555489,676,2,11,0.48,93,0.04,0.13,20,0.12,0.02,33,0.13,19,8.1,10,0.1,POINT (-6.996708972938518 54.77496900545739),3.26,31.36,Clay
555490,819,0.5,8.2,0.56,16,0.27,0.03,43,0.14,0.04,61.5,0.53,4.7,2.7,0.5,0.21,POINT (-7.092087081456286 54.759928047838386),3.12,96.51,Clay
555491,753,0.5,7.2,0.54,13,0.21,0.03,28,0.1,0.03,54.1,0.62,4.2,2.5,1,0.22,POINT (-7.044657493639313 54.75286208051202),2.98,95.3,Clay
555492,438,1,3.9,0.25,54,0.08,0.14,15,0.09,0.03,16.3,0.09,2.4,3.2,6,0.07,POINT (-7.013469172467301 54.801436469914876),3.16,38.32,Clay
555493,1040,3,11.2,0.54,18,0.16,0.03,24,0.08,0.03,46.4,0.45,3.3,3.7,3,0.19,POINT (-7.0788935837816185 54.82236065265876),3.15,91.5,Clay
555494,1060,2,6.6,0.95,16,0.13,0.04,25,0.09,0.03,41.9,0.28,4.7,3,1,0.19,POINT (-7.106416014198544 54.80472591138914),3.08,94.14,Clay
555495,705,3,5.8,0.7,16,0.1,0.05,23,0.07,0.02,39.2,0.26,4.2,3.4,1,0.14,POINT (-7.0641256642421775 54.7424405992778),2.97,89.22,Clay
555496,1130,4,8.1,0.89,39,0.11,0.06,23,0.07,0.03,47.6,0.33,5,3.9,3,0.18,POINT (-6.986257365889088 54.82128073450915),3.11,84.28,Clay
555497,836,4,15.6,0.46,120,0.12,0.13,39,0.28,0.02,46.2,0.2,11.7,14.6,19,0.19,POINT (-6.997330309503017 54.79319225814485),4.2,20.21,Clay
555498,1570,3,8.3,0.8,59,0.17,0.04,18,0.05,0.02,66.9,0.31,45.3,6,6,0.25,POINT (-6.946876872895953 54.76882410694135),3.58,83.97,Clay
555499,508,2,11.2,0.24,200,0.26,0.17,35,0.28,0.02,23,0.2,5.3,12.5,18,0.08,POINT (-7.058633180797292 54.7757170290474),4.66,18.08,Clay
555500,244,0.5,6.5,0.22,40,0.06,0.09,23,0.19,0.02,12.7,0.13,1.7,6.3,7,0.05,POINT (-6.9490051965281125 54.83712470446154),3.02,38.52,Clay
555501,1030,0.5,26.2,0.66,328,0.47,0.18,59,0.48,0.03,26.9,2.69,6,21.5,45,0.17,POINT (-7.233910146538758 54.82489363101412),4.64,33.76,Clay
555502,1440,2,26.6,0.7,943,0.19,0.18,126,0.28,0.02,36.8,0.52,11.4,17.5,20,0.09,POINT (-7.062202028780708 54.904778672404355),4.61,8.88,Clay
555503,677,2,22.9,0.52,409,0.11,0.17,49,0.28,0.02,22.5,0.2,16.4,13.1,21,0.07,POINT (-6.9529666861489785 54.907695073052714),5.04,5.63,Silt
555504,763,2,24.6,0.34,659,0.24,0.3,77,0.51,0.03,23,0.15,2.8,22.9,27,0.04,POINT (-7.198610704169077 54.8592772849952),4.13,12.15,Clay
555505,757,0.5,32.1,0.38,206,0.2,0.15,50,0.29,0.02,18.1,0.17,11.9,12.3,18,0.05,POINT (-7.272401856798481 54.85085784361912),4.64,10.62,Clay
555506,999,0.5,8.1,0.66,13,0.15,0.08,16,0.09,0.03,51.9,0.2,2.4,2.9,2,0.14,POINT (-7.245262075077884 54.88522265165968),3.22,84.81,Clay
555507,638,2,9.4,0.4,673,0.15,0.26,50,0.33,0.03,31,0.19,2.3,12.2,18,0.07,POINT (-6.934072687783525 54.88341986791483),4.35,9.86,Clay
555508,327,1,3.6,0.34,37,0.19,0.01,31,0.14,0.03,33.5,0.32,1.8,2.2,0.5,0.12,POINT (-6.937874347025206 54.862701941188874),2.93,96.69,Clay
555509,1550,1,52.3,1.16,470,0.32,0.22,198,0.7,0.03,54.5,1.1,26.8,32.5,29,0.09,POINT (-7.15257483977997 54.88698272058801),4.85,11.45,Clay
555510,1440,0.5,6.3,0.92,43,0.12,0.07,14,0.07,0.03,31.7,0.17,4.3,3.1,1,0.19,POINT (-7.206262524329437 54.783645240152524),3.19,91.68,Clay
555511,532,0.5,5.7,0.48,14,0.21,0.03,17,0.12,0.03,24.9,0.14,2.6,3.2,3,0.13,POINT (-7.2615569546882055 54.82153470524852),3.05,88.53,Clay
555512,927,2,38,0.49,140,0.33,0.16,43,0.25,0.02,25.7,0.19,5.7,11.5,22,0.07,POINT (-7.026582696756807 54.901417252587805),5.14,8.99,Silt
555513,287,0.5,4.2,0.22,2.5,0.23,0.01,19,0.21,0.04,8.6,0.14,0.6,1.5,0.5,0.06,POINT (-7.21799840600863 54.83188873395801),2.98,97.27,Clay
555514,787,0.5,4.8,0.31,76,0.08,0.11,20,0.07,0.02,19.6,0.2,3.1,4.1,5,0.09,POINT (-7.27213433863031 54.77578505541482),3.22,50.29,Clay
555515,1360,3,32.7,0.5,288,0.35,0.31,83,0.32,0.02,31,0.28,5.3,14.3,17,0.07,POINT (-7.0588935300545765 54.8648322315031),4.95,9.78,Silt
555516,1090,2,14.7,0.66,53,0.17,0.09,39,0.13,0.04,52.7,0.42,2.8,5.8,3,0.17,POINT (-7.136587366902157 54.84106550383271),3.25,91.52,Clay
555517,1040,0.5,5.5,0.69,67,0.12,0.05,25,0.08,0.03,28,0.2,7.9,3.4,2,0.15,POINT (-7.230801789633998 54.86070721560931),3.12,87.53,Clay
555518,1700,0.5,22.8,0.53,1030,0.25,0.21,66,0.32,0.03,19.2,0.13,8.3,17.7,18,0.06,POINT (-7.272752566902184 54.887591219792945),5.18,6.34,Silt
555519,650,0.5,11.6,0.39,194,0.23,0.19,36,0.25,0.02,16.5,0.21,2.1,12.3,12,0.07,POINT (-7.055054799164659 54.88711645060316),4.28,19.92,Clay
555520,863,0.5,15.7,0.32,76,0.04,0.17,27,0.28,0.02,14.6,0.12,6.1,22.6,58,0.1,POINT (-7.233513879131975 54.784215789208275),3.72,20.67,Clay
555521,730,0.5,9.7,0.47,80,0.31,0.09,25,0.11,0.02,17.7,0.22,4.1,8.5,7,0.12,POINT (-7.257883126744025 54.78688261997829),3.72,74.94,Clay
555522,640,0.5,5.2,0.48,70,0.3,0.03,17,0.1,0.03,19.5,0.27,4.1,5.9,10,0.12,POINT (-7.188874978193175 54.83229044753486),0.0,95.35,Organic Soil
555523,672,0.5,6.3,0.41,23,0.24,0.05,41,0.15,0.04,42.6,0.53,3.7,2.3,0.5,0.14,POINT (-7.103491151687881 54.838480953796676),3.15,96.54,Clay
555524,847,0.5,32.2,1.38,975,0.12,0.27,96,0.94,0.02,38.7,0.21,6.3,23.2,42,0.07,POINT (-7.250578209307627 54.796081287272465),4.35,8.46,Clay
555525,924,0.5,18.8,0.28,155,0.25,0.2,40,0.25,0.02,21.4,0.19,6.8,10.4,12,0.06,POINT (-7.230323779983256 54.89641146645475),4.81,11.52,Clay
555526,245,0.5,6.4,0.2,71,0.06,0.16,27,0.21,0.03,21.6,0.07,4,7.8,11,0.04,POINT (-6.97899291851852 54.876089303071765),3.44,12.79,Clay
555527,643,2,20.3,1.38,384,0.17,0.26,126,0.84,0.03,30.5,0.23,7,27.4,33,0.04,POINT (-7.245238949833467 54.81310701470512),4.6,6.9,Clay
555528,477,0.5,22.7,0.36,263,0.14,0.19,56,0.31,0.03,26.4,0.19,6.9,15.5,18,0.06,POINT (-6.952824375644736 54.8783458108266),4.56,8.44,Clay
555529,968,0.5,30.5,0.28,271,0.36,0.22,74,0.38,0.03,25.8,0.31,4.9,15,16,0.07,POINT (-7.093243372671445 54.851960348443356),5.1,11.01,Silt
555530,748,0.5,26.3,0.31,448,0.26,0.25,70,0.52,0.02,19.3,0.19,5.4,20.2,25,0.03,POINT (-6.958046857243252 54.904774313995915),5.04,5.7,Silt
555531,895,0.5,27.8,0.59,377,0.26,0.1,49,0.23,0.02,27.1,0.25,15,12.1,20,0.08,POINT (-7.131043662898477 54.89113343161835),4.8,11.37,Clay
555532,838,0.5,34,0.41,497,0.27,0.19,64,0.37,0.02,29.5,0.22,5.7,18.3,24,0.06,POINT (-6.934579239140882 54.918530589386286),5.2,7.62,Silt
555533,625,0.5,5.2,0.37,12,0.16,0.03,20,0.13,0.04,19.5,0.2,3.3,2.2,2,0.11,POINT (-7.245249665544247 54.83171094748426),3.07,95.77,Clay
555535,1270,0.5,35.1,0.52,361,0.24,0.18,97,0.59,0.02,30.6,0.25,5,28,56,0.05,POINT (-7.155523515540612 54.848825362630585),4.86,7.43,Clay
555536,1740,0.5,42.2,0.39,150,0.4,0.2,150,0.29,0.02,59.3,1.32,11.8,16.5,20,0.12,POINT (-7.122130844067754 54.86742595813389),4.66,22.5,Clay
555537,1170,0.5,13.3,0.34,148,0.3,0.2,53,0.37,0.02,22.7,0.24,6.9,12.8,20,0.06,POINT (-7.245795895001685 54.84580868786175),4.71,13.88,Clay
555538,641,0.5,21.1,0.32,430,0.14,0.13,75,0.32,0.02,18.5,0.84,10.4,11.4,18,0.04,POINT (-7.170064195809167 54.85715412515142),4.22,7.46,Clay
555539,961,3,35.5,0.24,297,0.37,0.22,47,0.28,0.03,17.1,0.15,4.4,11.3,14,0.07,POINT (-7.263293791239927 54.76885960009286),0.0,5.99,Organic Soil
555540,1110,0.5,16.3,0.64,61,0.5,0.09,32,0.08,0.01,49,0.7,13.4,5.1,10,0.18,POINT (-7.129463551187196 54.879857395835195),4.26,46.03,Clay
555541,800,0.5,5.2,0.41,11,0.19,0.04,29,0.15,0.04,33,0.33,3.2,1.8,0.5,0.16,POINT (-7.150689296207257 54.832172937753334),3.08,96.63,Clay
555542,1170,0.5,36,0.4,434,0.22,0.18,55,0.24,0.03,26.1,0.23,12.1,12.6,13,0.07,POINT (-7.260438278523168 54.877599684805894),4.75,10.35,Clay
555543,1140,0.5,6.8,0.47,26,0.15,0.08,30,0.11,0.04,43.7,0.33,4.1,2.8,2,0.17,POINT (-7.164688558515637 54.82267616859241),3.07,90.22,Clay
555544,1150,0.5,25.7,0.71,243,0.17,0.14,71,0.68,0.02,38.4,0.26,11.5,26.6,64,0.12,POINT (-7.246449170420814 54.77817936426762),4.21,23.07,Clay
555545,673,0.5,6.8,0.54,30,0.27,0.03,58,0.15,0.03,68.6,0.45,8.9,2.7,0.5,0.18,POINT (-6.93107973583251 54.84756841247557),3.01,95.84,Clay
555546,670,0.5,6.6,1.81,36,0.16,0.03,55,0.1,0.03,198.4,0.59,2.9,2.8,1,0.18,POINT (-6.982528647007381 54.85694886320578),2.9,92.01,Clay
555548,440,4,6.3,0.37,13,0.23,0.04,58,0.15,0.04,52.4,0.91,6,2.1,0.5,0.11,POINT (-6.99512585750565 54.84943604301622),3.2,97.17,Clay
555549,814,3,21.6,0.35,160,0.14,0.17,33,0.15,0.02,29.1,0.22,9.2,7.9,12,0.08,POINT (-7.087341979365457 54.90091881209078),4.34,12.06,Clay
555550,1080,0.5,11.4,0.56,16,0.38,0.08,35,0.13,0.03,90.6,0.32,2.6,3.8,3,0.15,POINT (-7.070519438630977 54.85909175389189),3.46,89.19,Clay
555551,931,0.5,25.1,0.4,251,0.46,0.16,102,0.19,0.02,27.1,0.22,6.3,9.6,13,0.06,POINT (-7.070923024405012 54.89299703415469),5.74,8.63,Loam
555552,1050,0.5,7.4,0.63,136,0.29,0.05,34,0.1,0.03,47.8,0.36,4.2,2.8,1,0.18,POINT (-7.0740800832666535 54.83826013698094),3.46,92.38,Clay
555553,889,0.5,31.6,0.85,1690,0.21,0.17,52,0.3,0.02,26.8,0.25,8.6,15.6,16,0.07,POINT (-7.04438708435983 54.89341995701465),4.79,9.9,Clay
555554,1070,0.5,30.2,0.55,664,0.27,0.16,52,0.3,0.03,20,0.36,5.3,13.3,23,0.09,POINT (-6.950105958444734 54.891815089066185),4.84,9.68,Clay
555555,1060,0.5,32,0.77,929,0.13,0.16,125,0.41,0.02,47.6,0.36,14.5,21.4,23,0.08,POINT (-7.1075388068717675 54.8779106075013),4.22,9.7,Clay
555556,894,0.5,19.7,0.26,72,0.38,0.14,23,0.1,0.01,13,0.16,7.8,4.8,6,0.06,POINT (-7.263413325196972 54.89555667837561),4.71,13.19,Clay
555557,722,0.5,8.2,0.59,14,0.17,0.05,64,0.12,0.04,62,0.82,5.2,2.8,1,0.14,POINT (-6.9465553838207335 54.85528556197777),3.09,95.18,Clay
555558,1230,0.5,20.1,0.49,726,0.2,0.17,68,0.3,0.02,27.1,0.28,5.5,13.5,19,0.04,POINT (-7.084383143054104 54.86782088388558),4.67,7.13,Clay
555559,1000,1,29.7,0.52,554,0.19,0.31,61,0.31,0.02,20.7,0.19,3.3,13.1,17,0.06,POINT (-7.073546630751161 54.877152961754184),4.6,9.05,Clay
555561,1540,0.5,32.6,0.66,687,0.15,0.15,93,0.49,0.02,29.3,0.36,12.6,21.2,25,0.06,POINT (-7.148423335620386 54.86513390288472),4.29,10.04,Clay
555562,899,0.5,26.7,0.49,231,0.14,0.15,54,0.45,0.02,19.2,0.19,10.4,17.7,29,0.06,POINT (-7.231053110957061 54.83850281826537),4.29,11.29,Clay
555563,452,0.5,30.4,0.29,49,0.09,0.12,19,0.05,0.005,38.9,0.16,6.6,2.7,6,0.06,POINT (-7.054176033997505 54.919951703314744),4.15,8.65,Clay
555564,1030,0.5,40.2,0.65,486,0.2,0.23,84,0.45,0.02,18.5,0.2,6.1,22,21,0.05,POINT (-7.231094707479138 54.76836324802137),4.93,7.06,Silt
555565,1100,4,35.4,0.34,224,0.4,0.27,42,0.28,0.02,22.8,0.2,6.5,11.7,18,0.06,POINT (-7.10304576624767 54.85925558445435),5.38,9.6,Silt
555567,674,0.5,28.7,0.61,29,0.14,0.05,45,0.14,0.03,54.4,0.73,5.3,4.6,6,0.17,POINT (-6.967243990970161 54.85121426750183),3.05,90.92,Clay
555568,1030,2,22.9,0.61,700,0.12,0.17,73,0.17,0.01,42.6,0.22,8.8,11.2,11,0.06,POINT (-7.0673884240301845 54.912409278816355),4.46,7.62,Clay
555569,691,0.5,25.4,0.85,77,0.12,0.1,45,0.19,0.01,48.7,0.48,18.9,10.8,12,0.12,POINT (-7.118824720012646 54.884748281890545),3.9,33.57,Clay
555570,730,1,28.4,0.41,376,0.14,0.16,60,0.36,0.02,35.8,0.21,7.9,15.6,25,0.07,POINT (-6.962383499978824 54.884671181181176),4.29,8.62,Clay
555571,773,0.5,10.3,0.57,186,0.07,0.16,33,0.17,0.02,23.7,0.21,2.8,7.4,11,0.08,POINT (-6.93779642589394 54.89941562942409),4.0,15.99,Clay
555572,536,3,16.8,1.94,142,0.12,0.26,72,0.44,0.02,64.5,0.13,9.2,8.4,12,0.06,POINT (-7.184807725255633 54.86421587156073),4.36,10.05,Clay
555573,619,1,13,0.67,120,0.15,0.18,34,0.19,0.01,34.9,0.26,43.4,8.4,13,0.08,POINT (-7.242956038846873 54.86611052612626),4.49,11.76,Clay
555574,1500,0.5,14.1,0.42,246,0.55,0.16,46,0.21,0.01,43,0.5,5.6,11.3,26,0.11,POINT (-7.13341981789972 54.85885637352947),4.92,28.52,Silt
555575,573,3,6.8,0.45,73,0.09,0.06,27,0.18,0.01,32,0.18,3.3,8.8,29,0.08,POINT (-7.19011547745203 54.8457194104693),3.34,46.23,Clay
555576,277,0.5,3.6,0.18,22,0.03,0.12,13,0.07,0.01,19.9,0.08,0.8,3,4,0.03,POINT (-7.120319528828615 54.83187574543964),3.26,25.16,Clay
555577,1330,0.5,43.7,0.45,257,0.23,0.2,59,0.36,0.02,38.7,0.26,7.8,15.2,17,0.06,POINT (-7.054529630336695 54.850991250563226),4.53,11.03,Clay
555578,1240,2,42.4,0.51,385,0.34,0.17,77,0.31,0.02,48.9,0.3,8,15.6,20,0.07,POINT (-7.09860099747441 54.89235222279358),5.48,10.13,Silt
555579,634,0.5,4.8,0.38,17,0.19,0.04,19,0.14,0.03,49.6,0.25,2.6,2.3,1,0.11,POINT (-7.276133016449755 54.83116249628955),3.11,94.37,Clay
555580,802,0.5,32.4,0.67,603,0.1,0.13,49,0.3,0.02,26.8,0.22,12.9,12.6,22,0.08,POINT (-7.2138287681430535 54.865458284532764),4.28,5.42,Clay
555581,921,1,26.2,0.3,246,0.22,0.16,64,0.39,0.02,22.7,0.15,5.2,17.2,18,0.05,POINT (-7.237308452115206 54.87733982020401),4.92,8.52,Silt
555582,661,5,7.2,0.51,12,0.26,0.03,47,0.15,0.03,57,0.69,6.7,2.4,0.5,0.17,POINT (-7.089875522423791 54.832819053626686),3.05,96.69,Clay
555583,1320,1,33.6,0.67,476,0.14,0.15,60,0.49,0.01,19.1,0.23,14.1,19.7,38,0.07,POINT (-7.25639654489487 54.83990040452581),4.26,12.85,Clay
555584,657,1,12.6,0.36,80,0.09,0.09,40,0.66,0.03,23.4,0.14,3.6,18.3,52,0.09,POINT (-7.278527850300615 54.798972619372954),3.33,49.92,Clay
555585,390,2,24,0.23,453,0.11,0.27,67,0.52,0.02,16.3,0.22,4.5,21.4,22,0.02,POINT (-6.970325189419809 54.86593697197502),4.26,4.86,Clay
555586,1390,0.5,11,0.77,37,0.24,0.08,23,0.07,0.02,26.3,0.26,2,4.1,4,0.15,POINT (-7.213770357336606 54.77880732871367),3.48,75.83,Clay
