Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
559800,1080,0.5,69.8,0.53,1500,0.64,0.08,106,1.38,0.03,13,0.31,1.4,97.9,105,0.06,POINT (-6.281239619530683 54.82072718773518),5.04,13.64,Silt
559801,1430,0.5,84.1,0.56,1340,0.69,0.05,106,1.14,0.03,21.7,0.4,2.1,134,155,0.08,POINT (-6.166376477793551 54.84556738865241),5.24,18.79,Silt
559802,1080,0.5,67.6,0.53,1380,0.3,0.12,105,2.06,0.02,24.3,0.44,2.6,219,123,0.11,POINT (-5.990503414035674 54.96174693667637),4.61,25.67,Clay
559803,1430,0.5,77.3,0.45,1020,0.82,0.04,98,1.25,0.02,19.1,0.37,1.4,146,164,0.08,POINT (-6.201277054666876 54.86421079482042),5.5,23.29,Silt
559804,1360,0.5,67.8,0.63,1020,0.56,0.04,89,0.66,0.03,22.7,0.38,4.8,84.4,143,0.09,POINT (-6.183771071935748 54.83542515169371),4.89,16.18,Clay
559805,850,0.5,38.5,0.39,1200,0.48,0.05,84,0.8,0.02,17.9,0.25,1.9,67.2,89,0.06,POINT (-6.3154595803346485 54.76526299194315),4.84,15.14,Clay
559806,1930,0.5,126,0.6,1440,0.51,0.06,108,1.86,0.04,23.5,0.47,7.3,129,85,0.12,POINT (-6.141466893872057 54.898016166698355),4.9,19.65,Clay
559807,990,0.5,46.9,0.52,1380,0.39,0.09,63,0.65,0.02,17.5,0.24,1.4,54.7,59,0.11,POINT (-6.54386152145787 54.819203886085006),4.72,13.77,Clay
559808,1040,0.5,56.9,0.56,980,0.78,0.09,80,1,0.05,27,0.44,3.2,85,94,0.18,POINT (-6.311273372812465 54.753857755047356),5.05,16.9,Silt
559809,610,0.5,63.5,0.35,1760,0.7,0.15,91,1.33,0.04,21.3,0.24,0.6,99.6,112,0.05,POINT (-6.251094928854617 54.74851242955137),5.54,10.71,Silt
559812,810,0.5,78.3,0.39,912,0.66,0.05,88,2.85,0.18,21.4,0.42,3.8,232,103,0.09,POINT (-5.968229433461631 54.97767448264643),4.85,14.9,Clay
559813,1640,0.5,105,0.47,1330,0.61,0.05,107,1.91,0.05,17.4,0.45,3.1,131,111,0.08,POINT (-6.116287836822691 54.92877675858399),4.46,19.86,Clay
559814,1700,0.5,95.1,0.41,1300,0.69,0.07,95,2.44,0.05,17.5,0.46,4.2,177,91,0.1,POINT (-6.1514415429061025 54.874252298193404),5.09,20.82,Silt
559815,1370,0.5,69.4,0.54,2040,0.68,0.07,126,1.61,0.03,18.7,0.41,1.1,102,91,0.08,POINT (-6.236441303702509 54.756188351919754),5.0,19.54,Silt
559816,1240,0.5,75.8,0.6,1180,0.73,0.03,122,1.2,0.04,19.4,0.38,1.7,111,127,0.07,POINT (-6.1869394981639845 54.75153199570054),5.2,16.56,Silt
559817,700,0.5,26.1,0.55,872,0.49,0.04,73,0.56,0.03,18,0.32,0.6,75.3,128,0.07,POINT (-6.217194284438015 54.82223778475726),4.72,14.79,Clay
559818,510,0.5,50.7,0.43,1080,0.74,0.04,74,0.96,0.05,12.6,0.2,0.3,121,148,0.05,POINT (-6.201174549272014 54.81018703421913),5.45,10.31,Silt
559819,780,0.5,61.9,0.56,749,0.95,0.12,81,1.43,0.1,53,0.23,0.3,105,80,0.05,POINT (-6.221415320545616 54.78320025688081),4.77,21.1,Clay
559820,730,0.5,39.4,0.35,541,0.55,0.06,77,0.74,0.03,21.9,0.24,1.4,72.1,105,0.08,POINT (-6.335642041746658 54.76187617720061),4.95,13.45,Silt
559821,1720,0.5,131,0.45,1640,0.57,0.04,110,1.79,0.03,15.6,0.47,2.4,139,94,0.08,POINT (-6.353831423441449 54.99161037833095),5.08,20.54,Silt
559823,1330,0.5,86.5,0.57,1120,1.23,0.04,74,1.41,0.1,35.6,0.47,2.3,118,132,0.17,POINT (-6.201674969466522 54.899344835237976),5.52,20.38,Silt
559824,830,0.5,38.8,0.32,769,0.75,0.1,70,0.89,0.03,10.8,0.22,1.6,75.2,68,0.03,POINT (-6.24869488923678 54.73251269026443),6.03,9.0,Loam
559825,810,0.5,41.4,0.34,984,0.8,0.06,94,1.07,0.04,21.9,0.33,0.5,94.4,135,0.07,POINT (-6.295143733400613 54.72591568293111),5.89,14.57,Loam
559826,710,0.5,35.1,0.37,412,0.62,0.04,80,0.73,0.04,26.4,0.25,0.7,88.8,189,0.09,POINT (-6.2182222432815735 54.76743985285117),5.44,22.12,Silt
559827,1330,0.5,79.2,0.6,882,0.88,0.07,98,1.55,0.04,29.6,0.52,4.8,150,130,0.14,POINT (-6.005601937423675 54.95072915163191),5.68,22.63,Loam
559828,720,0.5,24,1.19,370,0.16,0.05,79,0.23,0.02,27.3,0.28,1.7,30.1,37,0.1,POINT (-6.186943300641546 54.782366372736185),4.53,16.28,Clay
559829,1540,0.5,44.5,0.42,1180,0.61,0.08,105,1.08,0.03,19.3,0.41,1.2,86.3,88,0.1,POINT (-6.3478058606831755 54.785535944847226),5.29,17.7,Silt
559831,710,0.5,66.7,0.22,577,1.36,0.06,69,1.96,0.16,10.9,0.3,0.2,159,125,0.04,POINT (-5.978902104798122 54.95397168006945),5.52,13.52,Silt
559832,1070,0.5,71.2,0.48,1620,0.8,0.06,115,1.46,0.03,19.2,0.34,0.8,103,104,0.12,POINT (-6.263953854762677 54.79606210302946),5.26,15.13,Silt
559833,1110,0.5,54,0.49,896,0.45,0.11,91,0.83,0.02,15.7,0.26,1.8,76.4,109,0.08,POINT (-6.319649159224626 54.78601158736069),5.1,11.71,Silt
559834,1330,0.5,90.9,0.46,1970,0.71,0.09,87,1.65,0.05,18.7,0.35,1.9,148,118,0.1,POINT (-6.351146233525183 54.95840575387007),5.17,17.42,Silt
559835,1470,0.5,88.7,0.39,1500,0.48,0.03,104,2.18,0.02,23.4,0.6,3.9,128,123,0.12,POINT (-6.099213700299858 54.933874459583606),4.84,22.57,Clay
559836,1240,0.5,109,0.6,1390,0.65,0.04,106,2.01,0.04,33.6,0.42,2.7,144,135,0.18,POINT (-6.2102160048966555 54.889902879223605),4.76,14.28,Clay
559837,1280,0.5,50.2,0.64,1150,0.45,0.07,119,1.14,0.03,28.7,0.4,2.6,138,151,0.11,POINT (-6.230267593933549 54.84990283331511),4.84,18.83,Clay
559838,1030,0.5,82.5,0.34,1450,0.53,0.06,94,1.92,0.03,13.3,0.25,1.5,124,100,0.07,POINT (-6.216537667457946 54.87452516769353),4.75,18.01,Clay
559839,1480,0.5,35.5,1.27,953,0.37,0.06,131,0.54,0.03,28.6,0.35,2.7,54.6,62,0.11,POINT (-6.200838316374193 54.776104595178204),4.85,22.67,Clay
559840,1220,0.5,140,0.43,1760,0.69,0.05,115,1.7,0.03,15.5,0.38,3.2,143,130,0.1,POINT (-6.317478465081873 54.97802334248926),5.23,16.55,Silt
559841,810,0.5,74.3,0.75,1040,0.6,0.06,84,1.34,0.05,13.1,0.26,0.4,95.6,63,0.05,POINT (-6.239913864891855 54.79714414769897),5.14,10.1,Silt
559842,1410,0.5,60.2,0.35,235,0.65,0.13,61,0.63,0.05,18.6,0.37,2,46.1,73,0.09,POINT (-6.329040750648742 54.77729198936932),5.47,16.95,Silt
559843,1490,2,151,0.39,637,1.83,0.04,63,0.92,0.06,24,0.63,3.5,109,126,0.29,POINT (-6.182696772591723 54.87247808209664),5.53,40.8,Silt
559844,1140,0.5,38.5,0.35,965,0.63,0.05,100,0.98,0.02,14.3,0.35,1.5,77.3,86,0.1,POINT (-6.350140741878315 54.766755049010776),4.95,12.71,Silt
559845,1130,0.5,61.6,0.4,1290,0.69,0.08,129,1.42,0.03,19.9,0.28,0.5,119,112,0.1,POINT (-6.251160304761397 54.78265354639352),5.32,15.73,Silt
559846,1270,0.5,97.4,0.92,1100,0.56,0.05,111,0.91,0.03,23.9,0.46,3.2,101,79,0.27,POINT (-6.18605527994382 54.802891263016456),5.41,18.4,Silt
559847,1100,0.5,33.8,0.27,484,0.93,0.08,81,0.69,0.04,19.2,0.4,0.2,75,132,0.11,POINT (-6.287465019898248 54.73426159756028),5.72,16.94,Loam
559848,3420,1,148,0.66,803,0.55,0.08,106,1.35,0.03,37.4,0.55,7.9,123,99,0.23,POINT (-6.087906504952494 54.92554827508174),4.67,28.3,Clay
559849,940,0.5,42.9,0.5,924,0.77,0.03,77,0.64,0.04,26.5,0.47,1.2,81.3,76,0.13,POINT (-6.186701745189368 54.817275810602574),4.95,22.59,Silt
559850,990,0.5,69.6,0.33,1130,1.16,0.18,107,1.9,0.09,27.6,0.19,0.1,113,102,0.08,POINT (-6.249178705730349 54.769876311694595),6.37,9.86,Sand
559851,1880,0.5,114,0.47,1140,0.76,0.1,103,2.03,0.03,17.3,0.46,1.6,144,124,0.1,POINT (-6.130952690199863 54.919363144641345),5.35,20.64,Silt
559852,980,0.5,66.6,0.33,1350,0.76,0.08,111,1.34,0.03,13.9,0.24,0.9,94.6,98,0.07,POINT (-6.2849635201876595 54.78682877452697),5.34,11.25,Silt
559853,1010,2,43.9,0.67,883,0.17,0.07,121,0.79,0.02,58.3,0.47,4.1,91,84,0.22,POINT (-5.991573394988466 54.94499962529186),4.24,46.26,Clay
559854,710,0.5,27.4,1.37,317,0.21,0.05,69,0.29,0.02,27.4,0.23,0.5,37.1,37,0.09,POINT (-6.169355993815483 54.77734943564449),4.49,12.08,Clay
559855,730,0.5,87.3,0.17,601,1.44,0.05,60,2.07,0.15,9.2,0.19,0.7,107,72,0.06,POINT (-6.1689060083460845 54.88147972680129),5.35,15.59,Silt
559856,690,0.5,35,0.31,701,0.4,0.05,78,0.8,0.03,20.5,0.22,0.7,95,153,0.12,POINT (-6.211989615897295 54.75866925044341),4.51,20.38,Clay
559857,1190,0.5,94.7,0.38,1510,0.8,0.04,106,1.93,0.04,16.9,0.34,1.9,146,129,0.09,POINT (-6.316577141636644 54.95999819302134),5.21,14.34,Silt
559858,2110,0.5,120,0.71,781,0.63,0.13,158,0.76,0.04,24.1,0.65,3.3,81.3,95,0.13,POINT (-6.344943605989533 54.753234998864805),4.97,18.32,Silt
559859,1520,0.5,109,0.55,1550,0.72,0.03,165,1.49,0.04,27.7,0.49,3.9,99.6,57,0.14,POINT (-6.25168432159764 54.89398379192805),5.12,20.83,Silt
559860,1030,2,25.7,0.61,54,0.18,0.04,68,0.2,0.02,91.1,0.85,5.5,36.7,42,0.26,POINT (-5.9552873758861695 54.859463121880715),3.65,84.63,Clay
559861,2010,0.5,98.6,0.6,2540,0.7,0.11,109,1.6,0.04,22.3,0.58,3.5,138,107,0.12,POINT (-6.294754293615353 54.95585786228615),5.06,22.91,Silt
559862,850,0.5,42.2,0.61,1410,0.64,0.05,102,0.93,0.03,25.1,0.31,0.4,80.7,88,0.08,POINT (-6.195193708467621 54.7660481005903),5.11,16.79,Silt
559863,980,0.5,71.2,0.31,1280,0.84,0.09,85,2.3,0.06,24.7,0.59,2.8,202,146,0.08,POINT (-5.968479890807675 54.96127300866182),5.22,13.4,Silt
559864,810,0.5,38.1,0.3,1460,0.68,0.05,89,0.84,0.02,18.2,0.27,0.7,75.9,108,0.08,POINT (-6.271049306487821 54.777736861392285),5.32,11.81,Silt
559865,1940,2,183,0.82,932,0.74,0.1,90,0.54,0.05,42.5,0.74,3.9,114,119,0.33,POINT (-6.214128577287663 54.83916390920196),4.62,40.22,Clay
559866,800,0.5,35,0.36,983,0.66,0.06,81,0.61,0.03,17.3,0.29,0.6,61.6,101,0.08,POINT (-6.281736688705193 54.7694436143229),5.06,14.95,Silt
559867,1020,0.5,56.9,0.34,769,0.82,0.1,83,0.94,0.08,14.9,0.33,0.3,108,131,0.11,POINT (-6.230600890642583 54.86611512547102),4.66,26.52,Clay
559869,2960,0.5,58,0.8,614,0.78,0.12,126,0.98,0.05,19.5,0.35,0.8,111,95,0.12,POINT (-6.214106824422398 54.85445470912193),5.08,25.31,Silt
559870,1220,0.5,86.4,0.45,1190,0.87,0.08,83,1.33,0.05,21.9,0.39,1.7,107,101,0.08,POINT (-6.23740393601346 54.887973642682),5.12,15.88,Silt
559871,1970,0.5,117,0.45,1600,0.44,0.03,130,1.56,0.03,17,0.5,4,140,100,0.11,POINT (-6.309398523706812 54.96735519432776),4.6,22.73,Clay
559872,1060,0.5,64.3,0.44,463,0.67,0.04,73,0.54,0.03,42.8,0.55,1.9,88.6,114,0.23,POINT (-6.205624305240737 54.8322643556836),4.79,36.48,Clay
559873,2290,0.5,51.2,0.68,673,0.71,0.08,108,0.89,0.05,27.4,0.36,1.6,115,136,0.11,POINT (-6.169609069528881 54.8673491266446),4.86,29.29,Clay
559874,1560,0.5,99.9,0.47,1080,0.54,0.06,102,1.93,0.04,16.7,0.35,1.5,129,104,0.1,POINT (-6.173967905994581 54.90150989288121),4.9,20.14,Clay
559876,1470,0.5,116,0.37,1430,0.87,0.04,108,1.64,0.04,15.3,0.42,3.3,156,187,0.09,POINT (-6.142358898742219 54.87999838144909),5.25,15.83,Silt
559877,1560,0.5,57.8,0.41,1270,0.99,0.06,98,1.04,0.04,16.8,0.36,1.1,97.6,142,0.08,POINT (-6.241702938223261 54.73801766931704),5.43,15.48,Silt
559879,190,0.5,2,0.06,14,0.21,0.005,17,0.17,0.02,8.2,0.1,0.05,1.9,1,0.03,POINT (-6.305747771905929 54.77680709091211),3.01,97.73,Clay
559880,1290,0.5,69.8,0.53,1550,0.77,0.11,120,1.53,0.06,21.6,0.41,1.9,99.8,61,0.08,POINT (-6.174311665280278 54.75532256796507),4.87,22.6,Clay
559882,2010,0.5,110,0.49,1210,0.53,0.06,94,2.03,0.04,21.1,0.54,7,135,90,0.14,POINT (-6.18943428163767 54.88968466177922),4.9,20.27,Clay
559883,310,1,5.7,0.29,12,0.18,0.01,37,0.08,0.03,61.1,0.39,2.3,4.1,4,0.13,POINT (-6.349083077041455 54.976731710152364),3.16,95.93,Clay
559884,2870,0.5,170,0.58,858,0.49,0.05,128,1.67,0.04,26.7,0.41,5.6,147,91,0.17,POINT (-6.3249055894271615 54.99058648809366),4.62,28.18,Clay
559885,1220,0.5,42.5,0.37,1230,0.7,0.08,102,0.89,0.03,21.6,0.36,1.4,70.8,100,0.07,POINT (-6.264925016201823 54.75705753359477),4.98,14.39,Silt
559887,2960,0.5,99.3,0.82,1160,0.57,0.21,130,1.69,0.05,24.9,0.52,5.1,117,86,0.11,POINT (-6.152345828276955 54.89534313570288),4.93,22.65,Silt
559888,790,0.5,51.6,0.34,1080,0.51,0.07,81,0.94,0.02,16.7,0.31,2.6,69.7,93,0.08,POINT (-6.3029486066218645 54.75828751011084),4.77,12.81,Clay
559889,2010,3,162,0.63,391,1.62,0.05,66,0.54,0.03,25.3,0.75,7,67.1,79,0.22,POINT (-6.339583643167517 54.968480958174375),5.08,59.07,Silt
559890,1160,0.5,62.6,0.61,1020,0.64,0.03,87,0.52,0.03,22.5,0.51,2,73.5,107,0.16,POINT (-6.207925893593128 54.8452985439455),4.9,20.96,Clay
559891,2280,0.5,134,0.59,1270,0.57,0.15,112,1.67,0.04,23.5,0.58,4.4,111,64,0.12,POINT (-6.203043947888369 54.883660776801165),4.84,21.34,Clay
559892,1500,0.5,77.2,0.45,687,0.56,0.1,97,1.49,0.02,24.4,0.49,3.1,179,150,0.09,POINT (-5.979973805734586 54.96901152880085),5.2,17.47,Silt
559893,1690,0.5,131,0.38,1550,0.74,0.05,116,1.93,0.04,14.2,0.4,2.7,153,134,0.09,POINT (-6.310129976643936 54.984515586677794),4.93,15.71,Silt
559894,920,0.5,60.2,0.34,1550,0.9,0.09,95,1.72,0.03,14.3,0.31,0.2,117,116,0.05,POINT (-6.242458026125221 54.77435207611483),5.5,12.91,Silt
559895,1470,0.5,116,0.4,1550,0.46,0.04,106,1.86,0.03,14.4,0.42,2,146,102,0.08,POINT (-6.342243876972506 54.982747647223825),4.65,16.9,Clay
559896,1290,2,20.1,0.73,1490,0.88,0.04,120,0.27,0.03,366,1.14,7.1,20.5,26,0.29,POINT (-5.968459890036319 54.870995926076674),5.01,81.52,Silt
559897,2310,0.5,127,0.54,1460,0.4,0.12,110,1.97,0.03,21.8,0.4,3.5,134,101,0.1,POINT (-6.152841266466155 54.91209728334799),4.74,14.83,Clay
559898,980,0.5,82.9,0.45,1230,0.78,0.09,94,1.54,0.04,26.7,0.27,0.8,118,121,0.1,POINT (-6.224591311879519 54.748675211524045),4.97,18.42,Silt
559899,1270,2,75.1,0.52,700,0.45,0.05,74,0.67,0.03,23.8,0.54,4,97.5,91,0.25,POINT (-6.188869970746982 54.860234987792275),4.66,36.61,Clay
559900,740,0.5,41.2,0.37,820,0.8,0.05,73,0.99,0.04,56.6,0.26,1.1,88,112,0.06,POINT (-6.295309936815411 54.739331478190046),5.95,12.99,Loam
559901,1570,2,97.8,0.49,310,1.2,0.07,85,1.27,0.05,32.2,0.61,7,99,87,0.15,POINT (-6.079470404303449 54.93333040319618),4.76,43.74,Clay
559902,1960,0.5,36,0.69,1330,0.57,0.12,94,0.72,0.08,31.5,0.52,4.7,83.7,151,0.12,POINT (-5.8312495489081835 54.82315861527001),4.57,21.61,Clay
559903,1170,1,66.4,0.46,563,1.01,0.06,83,1.6,0.01,51.4,0.55,5.9,260,194,0.18,POINT (-5.923081059293282 54.90090175437818),5.47,36.86,Silt
559904,1600,0.5,35.1,0.55,609,0.59,0.18,86,1.07,0.04,29.8,0.45,5.1,73.3,71,0.09,POINT (-5.85066899052909 54.89840189037063),4.79,16.34,Clay
559905,950,0.5,45.2,0.49,760,0.65,0.21,73,1.02,0.04,31.4,0.46,6.1,97.9,94,0.09,POINT (-5.8741453380494635 54.903181706937715),5.0,14.21,Silt
559906,1070,1,38,0.82,1070,0.37,0.15,106,0.79,0.02,58.2,0.52,7,70,86,0.18,POINT (-5.929298508417607 54.94346921593323),4.54,35.62,Clay
559907,1190,2,31.5,0.86,214,0.19,0.06,79,0.49,0.02,74.4,0.74,6.8,77.3,104,0.23,POINT (-5.909274439565288 54.814402386841564),3.97,59.12,Clay
559908,1190,0.5,77.7,0.42,1840,0.86,0.03,99,1.53,0.03,23.4,0.47,5.1,147,183,0.09,POINT (-5.955300613059153 54.91856410380888),5.31,14.93,Silt
559910,2120,0.5,133,0.57,1310,0.31,0.09,112,1.64,0.03,21.1,0.43,2.9,121,98,0.12,POINT (-6.0933851995701325 54.908995419055756),4.57,25.82,Clay
559911,1960,0.5,107,0.68,1260,0.69,0.06,130,1.69,0.02,27.6,0.53,6,167,124,0.14,POINT (-6.023760307832181 54.94587772890567),5.33,24.57,Silt
559912,970,1,43.5,0.4,267,1.01,0.04,59,0.73,0.01,47.3,0.5,2.4,80.5,109,0.14,POINT (-5.933661746889362 54.87148678769684),5.12,55.3,Silt
559913,610,2,38.5,0.49,127,0.06,0.02,59,0.43,0.01,42.4,0.45,3,64.4,151,0.17,POINT (-5.953944922838942 54.8093868337321),3.45,51.43,Clay
559915,1550,0.5,92.7,0.47,1020,0.91,0.04,99,2.86,0.04,28.7,0.51,4,288,148,0.07,POINT (-5.906311430829918 54.90528584724505),5.17,14.67,Silt
559916,1000,0.5,48.3,0.56,2630,0.87,0.05,103,1.1,0.05,42.7,0.49,3.2,79.5,120,0.1,POINT (-5.952552239935347 54.8799289499677),5.08,22.97,Silt
559917,1150,0.5,55.8,0.53,896,0.69,0.11,96,1.89,0.02,29,0.31,3.1,158,73,0.13,POINT (-5.946951849383723 54.953849424089526),5.28,33.32,Silt
559918,670,0.5,53.4,0.33,243,0.72,0.04,69,1.34,0.02,37.9,0.36,2.2,148,146,0.1,POINT (-5.941195334004973 54.88811957761125),4.88,25.53,Clay
559919,2440,0.5,41.3,0.66,1420,0.85,0.32,111,1.02,0.04,34.6,0.57,9.5,77.6,70,0.08,POINT (-5.903564896702323 54.93891299684915),5.34,12.87,Silt
559920,1430,0.5,102,0.67,1540,0.57,0.07,116,2.78,0.03,26.6,0.51,2.9,254,152,0.09,POINT (-5.8370238119780025 54.80422261734851),4.66,17.55,Clay
559921,1500,0.5,86.1,0.55,1140,0.31,0.05,102,1.46,0.02,21.7,0.35,3,126,98,0.12,POINT (-6.075541411027273 54.919549151135655),4.51,28.05,Clay
559922,620,0.5,70.1,0.16,652,1.19,0.06,59,1.97,0.1,6,0.16,0.05,127,114,0.06,POINT (-6.154335327307818 54.85798086754042),5.36,14.18,Silt
559923,1370,0.5,75.1,0.48,1400,0.57,0.05,112,2.13,0.03,24.7,0.48,3.6,208,145,0.1,POINT (-5.921840011487191 54.94978384407971),4.98,23.17,Silt
559924,1380,2,73.9,0.58,460,0.93,0.05,106,1.28,0.06,43.6,0.57,2.7,99.6,158,0.13,POINT (-5.904821687174638 54.79643680189661),4.78,29.09,Clay
559925,1090,2,39.6,0.79,1690,0.86,0.06,99,0.66,0.02,51.4,0.57,4.4,66.1,73,0.17,POINT (-6.056029286777288 54.9279443424776),5.54,43.52,Silt
559926,1560,0.5,68.6,0.71,785,1.03,0.11,95,1.64,0.04,30.4,0.61,4.6,157,129,0.06,POINT (-5.769034435015713 54.80567767275649),5.11,19.43,Silt
559927,1960,0.5,107,0.53,1450,0.63,0.04,106,2.25,0.03,15.1,0.47,2.9,129,97,0.09,POINT (-6.12352933147184 54.890858375594554),5.06,17.88,Silt
559929,1450,0.5,78.9,0.44,995,0.99,0.08,103,2.63,0.08,29.2,0.53,2.4,211,107,0.06,POINT (-5.889455250936468 54.912145928457925),4.82,13.84,Clay
559930,1110,3,31.4,0.8,145,0.29,0.03,66,0.41,0.02,110,0.77,11.9,44.1,61,0.23,POINT (-5.931567972625132 54.85366144891037),4.27,62.76,Clay
559931,2930,0.5,117,0.71,761,0.7,0.04,153,1.47,0.03,31.1,0.55,4.7,132,123,0.11,POINT (-6.028443352050276 54.89133742151193),4.96,27.43,Silt
559932,2050,0.5,81.1,0.62,1270,0.4,0.04,129,1.56,0.03,31.8,0.54,5.8,143,111,0.1,POINT (-5.965981974027177 54.90656934766532),4.64,25.95,Clay
559933,1660,0.5,86.5,0.63,1470,0.51,0.1,121,1.35,0.02,27.1,0.49,2.5,133,147,0.09,POINT (-5.866162877151241 54.82474804980296),5.14,18.07,Silt
559934,1460,1,25.7,0.57,499,0.65,0.03,61,0.56,0.02,30,0.55,2.6,63.2,74,0.17,POINT (-6.142820898641334 54.86250404398943),5.06,44.83,Silt
559935,680,2,31.9,0.68,390,0.17,0.06,63,0.5,0.03,77.9,0.54,11.1,53.4,83,0.23,POINT (-5.92269368816498 54.93021199992244),3.87,42.07,Clay
559936,1410,0.5,38.7,0.52,1200,0.61,0.18,93,1.1,0.04,27.3,0.68,5.9,87.1,82,0.08,POINT (-5.841673967801741 54.884405722794234),4.76,13.59,Clay
559938,940,2,31.4,0.75,51,0.2,0.04,43,0.29,0.02,149,0.51,5.1,34.8,37,0.18,POINT (-6.0216471315783435 54.927892468123),3.73,77.77,Clay
559939,1160,1,41,0.42,390,0.92,0.04,50,0.72,0.03,27.8,0.5,1.9,74.8,48,0.15,POINT (-6.127798332285159 54.85561589820613),4.72,59.53,Clay
559940,860,2,24,0.74,67,0.15,0.03,40,0.3,0.02,98.1,0.64,6.7,20.1,19,0.17,POINT (-5.996434498456557 54.88680642492745),3.41,83.98,Clay
559941,820,2,22.5,0.91,38,0.14,0.04,40,0.21,0.03,80.1,0.61,5.2,20.5,22,0.18,POINT (-6.044929478305752 54.91587987093037),3.53,82.17,Clay
559942,940,1,50.3,0.92,642,0.15,0.14,74,0.95,0.01,86.6,0.48,7.7,68.1,106,0.25,POINT (-5.937375343655719 54.90765921645935),3.93,38.87,Clay
559944,850,3,30.6,1.19,31,0.12,0.04,43,0.11,0.02,139,0.97,13.2,27.9,45,0.25,POINT (-5.9149681039585085 54.8811042519555),3.62,83.21,Clay
559945,710,0.5,39,0.39,923,0.39,0.1,89,1.84,0.04,37.4,0.35,3.7,78.6,55,0.11,POINT (-5.92002378411325 54.823500052930164),4.31,24.71,Clay
559946,2060,0.5,62.8,0.54,803,0.38,0.14,84,1.2,0.04,27.2,0.32,1.3,94.3,127,0.13,POINT (-6.12146243264738 54.91281996290205),4.2,26.72,Clay
559947,1220,0.5,25.5,0.43,83,0.14,0.06,42,0.34,0.02,47,0.35,2.1,51.8,72,0.16,POINT (-6.1396523217537435 54.849122797292026),3.76,64.22,Clay
559948,1010,1,42.7,0.49,167,0.42,0.03,46,0.73,0.05,46.3,0.3,2.2,67.7,59,0.15,POINT (-6.108088296878284 54.863818494477144),4.19,59.51,Clay
559949,1310,0.5,83.8,0.51,1380,0.87,0.04,124,1.6,0.03,27.4,0.46,3,151,147,0.08,POINT (-5.977165791089592 54.914267199805494),5.5,17.24,Silt
559950,1880,0.5,90,0.58,579,1.19,0.05,91,1.17,0.06,33.3,0.63,4,117,128,0.17,POINT (-5.998884071328572 54.90654986477158),5.02,27.73,Silt
559951,1620,0.5,86.5,0.58,1330,0.58,0.06,109,2.41,0.05,29.7,0.49,4.2,160,89,0.1,POINT (-5.958934090428613 54.9419850349806),4.75,20.4,Clay
559952,1610,0.5,109,0.73,1100,0.29,0.08,116,1.84,0.02,33,0.49,7.2,186,144,0.14,POINT (-5.966215122763556 54.799233810999525),4.37,23.97,Clay
559953,1790,0.5,49.1,1.04,4150,1.04,0.08,141,0.96,0.05,41.2,0.77,5.9,108,112,0.08,POINT (-5.786841434292008 54.81085581028832),5.22,21.64,Silt
559954,1780,0.5,77.6,0.53,525,1.15,0.03,94,1.26,0.07,17.9,0.44,2,141,143,0.12,POINT (-6.110162710099133 54.84744534345075),5.07,25.77,Silt
559955,910,0.5,42.1,0.6,888,0.79,0.08,100,1.36,0.03,29.8,0.44,2.8,78.2,101,0.08,POINT (-5.7978208488945695 54.80491886013449),4.79,20.99,Clay
559956,1560,0.5,78.9,0.59,1450,0.85,0.07,120,1.39,0.05,28.6,0.44,3.1,141,177,0.08,POINT (-5.943800364931845 54.80085949702495),4.64,20.61,Clay
559957,910,0.5,40.6,0.36,502,0.85,0.08,76,1.51,0.06,25.2,0.42,1.5,120,121,0.08,POINT (-5.9597683490157465 54.92397605105092),4.49,22.41,Clay
559959,800,2,90.4,0.84,680,0.2,0.1,95,1.28,0.03,78.8,0.54,10.4,135,121,0.21,POINT (-5.9155812508771675 54.91539130784815),4.02,37.07,Clay
559960,930,1,10.8,0.75,21,0.26,0.04,40,0.1,0.02,90,0.6,2.5,9.4,13,0.16,POINT (-5.9951224871414395 54.874628679887046),3.28,91.37,Clay
559961,1040,0.5,85.2,0.53,1210,0.72,0.05,105,2.32,0.03,26.4,0.42,2.8,162,136,0.06,POINT (-5.846424079036712 54.81259311632371),4.65,18.92,Clay
559963,730,0.5,72.8,0.3,480,1.26,0.03,80,2.05,0.13,21.5,0.32,0.7,136,102,0.08,POINT (-6.01191114850761 54.8966023404789),4.72,21.45,Clay
559964,960,0.5,68.3,0.35,1230,2.11,0.06,83,2.05,0.02,14.9,0.27,0.6,113,87,0.11,POINT (-6.01700628526663 54.916945624334694),7.03,20.12,Sand
559965,1030,2,14.4,0.73,29,0.13,0.05,38,0.06,0.02,122,0.69,8,10.4,13,0.19,POINT (-5.91577425929313 54.86307680217316),3.43,87.98,Clay
559966,1670,0.5,102,0.75,1710,0.57,0.04,131,1.75,0.03,24.4,0.47,3.5,138,128,0.12,POINT (-5.894904314421439 54.79067650158457),4.73,18.66,Clay
559967,1030,0.5,62.7,0.43,440,0.55,0.05,89,1.41,0.04,27.2,0.33,1.7,106,108,0.12,POINT (-6.0627230222135395 54.911699707234185),4.41,28.9,Clay
559968,1850,0.5,107,0.66,1640,0.66,0.08,132,1.89,0.04,36.5,0.57,5.2,173,113,0.12,POINT (-5.985719610577154 54.93659208584823),4.83,23.95,Clay
