Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
556273,584,1.0,18.5,0.56,620,0.17,0.37,54,0.52,0.02,10.9,0.06,3.0,13.2,17.0,0.06,POINT (-7.711552785261566 54.70945535591811),4.53,12.01,Clay
556274,313,0.5,29.2,0.34,602,0.23,0.17,51,0.81,0.01,13.1,0.09,3.3,67.2,80.0,0.06,POINT (-6.299181631839562 54.42703321346898),4.93,9.55,Silt
556275,738,0.5,30.9,0.48,158,0.28,0.17,24,0.19,0.005,20.1,0.14,7.3,9.1,16.0,0.11,POINT (-7.543597053707345 54.662523334064744),4.47,24.43,Clay
556276,329,0.5,8.8,0.95,28,0.23,0.005,29,0.07,0.01,8.2,0.15,1.6,2.5,2.0,0.11,POINT (-7.68614069651459 54.72551658969926),3.29,94.61,Clay
556278,591,0.5,57.8,1.05,562,1.57,0.34,140,0.5,0.04,87.8,0.25,9.2,17.6,19.0,0.11,POINT (-7.595476890976336 54.707856636941926),6.83,6.77,Sand
556279,660,0.5,14.0,0.45,439,0.23,0.19,55,0.26,0.02,18.1,0.14,11.3,9.8,16.0,0.05,POINT (-7.505499047131385 54.71927254279054),5.0,10.8,Silt
556281,260,0.5,2.8,0.37,7,0.13,0.005,11,0.11,0.02,15.9,0.11,2.0,0.9,0.5,0.04,POINT (-7.592327699503783 54.638281173531496),3.21,96.21,Clay
556282,669,2.0,37.4,0.52,186,0.57,0.05,70,0.12,0.01,20.7,0.22,4.5,6.5,4.0,0.12,POINT (-7.635524699437528 54.73639695700324),3.66,66.77,Clay
556283,545,0.5,24.2,0.26,498,0.33,0.14,46,0.39,0.01,12.5,0.11,2.7,33.1,47.0,0.04,POINT (-6.2163063015499995 54.46859581367859),5.58,5.47,Silt
556284,710,0.5,43.0,0.47,724,0.62,0.12,69,0.83,0.03,53.7,0.27,3.9,81.5,78.0,0.15,POINT (-6.228383519771168 54.478602772322084),4.75,11.67,Clay
556285,189,1.0,4.7,0.1,155,0.09,0.34,33,0.48,0.02,6.2,0.02,0.6,11.6,11.0,0.05,POINT (-7.654853989443391 54.74169961372176),3.24,87.88,Clay
556286,1160,1.0,10.6,0.85,51,0.21,0.12,18,0.15,0.005,13.3,0.16,2.6,9.9,19.0,0.1,POINT (-7.63313643087258 54.68461172836042),4.28,21.56,Clay
556287,454,0.5,8.8,0.26,283,0.18,0.23,41,0.25,0.03,11.6,0.18,2.6,10.2,13.0,0.04,POINT (-7.491610814970746 54.706854377723815),5.83,8.27,Loam
556288,773,0.5,38.8,0.73,652,0.13,0.27,59,0.38,0.02,23.7,0.2,14.3,13.0,21.0,0.07,POINT (-7.559260296337717 54.691444003492194),4.33,10.16,Clay
556289,901,1.0,44.9,0.8,584,0.78,0.11,52,0.59,0.03,19.1,0.32,6.6,71.3,76.0,0.19,POINT (-6.3005575026278375 54.44367414775304),5.87,15.54,Loam
556290,617,1.0,29.2,0.55,450,0.16,0.35,75,0.54,0.03,19.2,0.15,10.6,20.3,27.0,0.09,POINT (-7.447432507887408 54.71573382456352),4.83,13.57,Clay
556291,552,0.5,21.8,0.46,400,0.18,0.28,73,0.42,0.04,19.2,0.15,11.5,15.9,20.0,0.05,POINT (-7.496715391538474 54.724320772418146),4.76,9.23,Clay
556292,715,0.5,33.3,0.35,693,1.07,0.22,63,0.81,0.03,18.3,0.12,3.2,60.1,68.0,0.05,POINT (-6.260255032451312 54.45908404244073),6.39,8.31,Sand
556293,840,3.0,45.9,0.93,606,0.44,0.11,65,0.24,0.02,34.9,0.75,27.3,22.6,18.0,0.23,POINT (-7.542159237982584 54.698019038208166),4.39,37.49,Clay
556294,307,0.5,2.5,0.44,9,0.16,0.03,16,0.09,0.02,25.5,0.15,1.6,1.7,2.0,0.07,POINT (-7.577016235768274 54.645235459673756),3.12,95.19,Clay
556295,576,0.5,15.7,0.31,161,0.2,0.27,48,0.28,0.03,18.6,0.17,9.1,11.6,17.0,0.05,POINT (-7.481847748805504 54.73280096943599),5.21,13.01,Silt
556296,372,0.5,17.6,0.38,212,0.16,0.41,54,0.52,0.04,18.9,0.04,5.5,18.9,25.0,0.03,POINT (-7.574726112183358 54.68354929951739),4.89,12.04,Clay
556297,338,0.5,36.2,0.24,817,0.54,0.16,49,0.99,0.02,10.3,0.21,2.7,81.3,100.0,0.05,POINT (-6.248213118410266 54.47274639790977),5.37,7.74,Silt
556298,558,0.5,38.8,0.3,755,0.57,0.08,62,0.55,0.02,32.0,0.25,2.6,71.4,105.0,0.13,POINT (-6.293270441784138 54.480983276012246),5.43,11.09,Silt
556299,203,0.5,13.5,0.35,87,0.07,0.35,33,0.28,0.02,14.0,0.05,5.4,10.7,17.0,0.04,POINT (-7.5589752618266495 54.6533996004221),4.55,10.38,Clay
556300,503,0.5,13.9,0.48,213,0.21,0.31,52,0.43,0.03,12.4,0.09,2.4,12.1,21.0,0.04,POINT (-7.653211609442733 54.706796067857766),5.32,11.62,Silt
556301,368,0.5,31.0,0.94,689,0.21,0.33,98,0.86,0.02,23.5,0.1,9.0,70.0,67.0,0.05,POINT (-6.168571599327677 54.44048691026319),5.73,9.33,Loam
556302,601,0.5,27.0,0.99,863,0.21,0.27,73,0.74,0.02,19.8,0.19,5.9,45.9,54.0,0.07,POINT (-6.376390332728346 54.32857366189499),5.42,8.96,Silt
556303,634,0.5,29.3,0.69,963,0.19,0.25,69,1.02,0.01,22.1,0.18,6.6,58.0,64.0,0.08,POINT (-6.380492189960782 54.310255157759435),5.12,9.43,Silt
556304,597,0.5,32.2,0.52,618,0.27,0.21,77,0.82,0.02,26.3,0.16,5.7,62.6,66.0,0.05,POINT (-6.205744330427332 54.38635440651008),5.13,10.3,Silt
556305,284,0.5,21.2,0.27,316,0.39,0.23,47,0.51,0.01,17.1,0.1,3.6,38.2,61.0,0.05,POINT (-6.191133422640625 54.47241740128651),5.68,7.83,Loam
556306,654,0.5,30.1,0.91,770,0.23,0.23,80,0.65,0.02,30.9,0.22,5.0,54.4,57.0,0.08,POINT (-6.253525062052455 54.39874445463292),4.64,12.11,Clay
556307,551,0.5,22.7,0.43,904,0.25,0.23,63,1.01,0.03,17.2,0.12,4.1,52.1,61.0,0.05,POINT (-6.328643053575119 54.30395912231969),4.89,8.16,Clay
556308,714,0.5,38.6,0.77,792,0.18,0.22,95,0.77,0.01,31.6,0.21,6.1,57.8,61.0,0.08,POINT (-6.420470989089172 54.339176820644134),4.6,9.4,Clay
556309,426,0.5,31.1,0.43,783,0.3,0.17,75,0.77,0.02,15.8,0.17,3.5,69.6,79.0,0.08,POINT (-6.450649493770497 54.31927209100691),5.59,9.2,Loam
556310,366,0.5,22.6,0.3,295,0.27,0.29,55,1.2,0.02,11.4,0.09,2.5,82.5,87.0,0.03,POINT (-6.315535336165652 54.416409026604825),4.79,15.05,Clay
556311,960,0.5,30.5,0.88,569,0.2,0.37,102,0.91,0.02,55.1,0.2,7.5,65.0,55.0,0.12,POINT (-6.1623335989416725 54.41903515573232),5.17,13.73,Silt
556312,722,0.5,30.1,1.68,963,0.23,0.21,67,0.8,0.01,23.9,0.18,10.6,50.2,54.0,0.1,POINT (-6.319463252156553 54.327901707598265),5.62,9.57,Loam
556313,812,0.5,20.2,0.58,545,0.27,0.19,60,0.62,0.01,37.9,0.2,4.7,45.2,44.0,0.14,POINT (-6.203747522152303 54.42218312111819),5.36,8.7,Silt
556314,92,0.5,30.0,0.2,562,0.37,0.09,50,0.69,0.01,10.3,0.07,1.7,61.5,116.0,0.05,POINT (-6.327883918599236 54.42526879315999),4.77,9.37,Clay
556315,825,0.5,34.3,1.69,636,0.19,0.22,75,0.65,0.01,116.3,0.25,11.5,40.9,48.0,0.1,POINT (-6.335384947037945 54.33902995189949),4.69,10.44,Clay
556316,539,0.5,35.5,0.56,671,0.45,0.19,66,1.1,0.01,33.2,0.15,6.0,92.0,90.0,0.06,POINT (-6.3729236843108055 54.382084337682365),4.98,8.02,Silt
556317,988,0.5,50.8,1.11,993,0.28,0.26,104,0.87,0.02,46.3,0.28,11.1,54.0,47.0,0.08,POINT (-6.192651867454205 54.4008762416527),5.03,10.52,Silt
556318,458,0.5,29.9,0.35,463,0.44,0.15,58,0.63,0.02,16.9,0.14,3.0,56.5,76.0,0.07,POINT (-6.281009923036885 54.40247231417949),5.97,10.57,Loam
556319,224,0.5,17.5,3.01,1510,0.33,0.21,59,0.78,0.02,17.8,0.15,11.0,65.5,62.0,0.04,POINT (-6.399367207555194 54.338584171711986),5.42,5.85,Silt
556320,358,0.5,120.1,0.36,530,0.29,0.18,71,0.84,0.01,26.4,0.12,4.0,79.6,68.0,0.1,POINT (-6.318437862223865 54.4015799113278),5.28,10.0,Silt
556321,212,0.5,41.2,0.27,926,0.44,0.1,57,1.09,0.02,11.0,0.12,2.1,79.3,131.0,0.04,POINT (-6.348800872464565 54.39902514541748),5.18,10.78,Silt
556322,363,0.5,18.8,0.54,485,0.22,0.27,75,0.88,0.02,28.8,0.09,5.4,54.1,52.0,0.05,POINT (-6.195107951036704 54.43400406821837),5.33,8.83,Silt
556323,243,0.5,24.1,0.2,465,0.5,0.13,51,0.65,0.02,12.0,0.11,2.2,56.9,112.0,0.05,POINT (-6.3734886318322195 54.401265049164664),5.15,8.44,Silt
556324,347,0.5,34.6,0.26,1150,0.6,0.11,50,0.71,0.03,12.0,0.17,2.1,78.1,131.0,0.05,POINT (-6.354556259535018 54.40988524449481),5.38,11.29,Silt
556325,806,0.5,21.7,0.99,1300,0.16,0.24,84,0.72,0.01,29.0,0.21,9.0,53.8,50.0,0.09,POINT (-6.234632282230584 54.40695125088945),4.73,12.85,Clay
556326,388,0.5,29.4,0.59,859,0.35,0.23,72,0.92,0.02,19.1,0.15,5.7,63.9,66.0,0.07,POINT (-6.408361330938835 54.36287172588682),5.38,8.59,Silt
556327,210,0.5,22.3,0.29,704,0.34,0.2,45,0.66,0.02,15.6,0.1,3.5,54.2,72.0,0.05,POINT (-6.159955038920054 54.4528538357334),5.3,7.18,Silt
556328,886,0.5,24.9,0.59,1170,0.19,0.24,77,0.77,0.01,22.4,0.13,4.7,46.1,63.0,0.06,POINT (-6.318010346505667 54.30964238754916),4.52,9.1,Clay
556329,724,0.5,25.8,0.91,963,0.28,0.26,72,0.7,0.02,37.1,0.24,8.6,46.1,51.0,0.16,POINT (-6.3601979715189625 54.35651254929861),4.64,11.97,Clay
556330,498,0.5,28.5,0.59,763,0.31,0.2,69,0.86,0.02,22.6,0.18,6.1,61.8,76.0,0.05,POINT (-6.3657914224579475 54.302401849761345),4.6,9.36,Clay
556331,462,0.5,30.1,0.76,572,0.15,0.27,78,0.55,0.01,45.5,0.18,8.5,44.6,45.0,0.06,POINT (-6.429433499730481 54.318656243979554),4.74,11.8,Clay
556332,1100,0.5,50.3,1.87,1440,0.32,0.3,99,0.88,0.01,34.4,0.27,14.6,58.9,53.0,0.09,POINT (-6.397086302802834 54.301968403965446),4.99,11.59,Silt
556333,1120,0.5,39.5,0.75,501,0.26,0.19,74,0.48,0.02,28.4,0.25,5.0,29.6,38.0,0.08,POINT (-6.16007544814364 54.434014465668255),4.91,10.14,Clay
556335,550,0.5,40.4,1.1,366,0.49,0.3,65,0.91,0.03,19.7,0.2,6.5,56.9,63.0,0.05,POINT (-6.243382715627092 54.39069068495555),5.33,13.57,Silt
556336,363,0.5,14.3,1.04,739,0.19,0.22,86,0.82,0.01,21.2,0.1,7.9,60.3,51.0,0.04,POINT (-6.316233590572097 54.362537714116094),4.69,10.04,Clay
556337,238,0.5,16.0,0.23,345,0.28,0.11,40,0.41,0.01,14.9,0.11,3.1,36.7,59.0,0.05,POINT (-6.207207999121994 54.463600398789296),4.62,6.15,Clay
556338,540,0.5,17.2,0.79,483,0.26,0.21,55,0.68,0.01,20.5,0.14,7.1,45.1,39.0,0.06,POINT (-6.25562411283519 54.38049082197045),4.78,11.4,Clay
556339,431,0.5,38.9,0.34,883,0.44,0.14,57,0.8,0.02,11.7,0.16,2.4,75.9,113.0,0.07,POINT (-6.344663662840327 54.417629496396565),5.14,13.62,Silt
556340,278,0.5,33.9,0.38,837,0.29,0.11,50,0.87,0.005,13.0,0.15,4.0,62.0,81.0,0.06,POINT (-6.449976020099439 54.33636106018108),4.99,7.17,Silt
556341,885,0.5,37.3,0.75,917,0.31,0.31,102,1.06,0.01,31.5,0.17,6.4,74.2,72.0,0.09,POINT (-6.347063989271031 54.38095126922951),5.16,12.01,Silt
556342,1050,0.5,34.2,0.64,705,0.34,0.18,100,0.73,0.02,31.7,0.44,6.1,56.6,61.0,0.12,POINT (-6.219458011371803 54.397788519058246),4.82,14.5,Clay
556343,4580,0.5,44.4,0.79,1290,0.4,0.29,153,0.87,0.02,35.1,0.37,5.1,66.3,59.0,0.06,POINT (-6.335071387834565 54.37416472761137),4.97,10.43,Silt
556344,579,0.5,41.3,0.48,717,0.5,0.14,72,0.85,0.02,15.4,0.15,2.9,77.0,108.0,0.07,POINT (-6.328422225895229 54.40750468220496),5.02,12.72,Silt
556345,223,0.5,19.2,0.7,274,0.23,0.23,56,0.63,0.02,21.5,0.13,5.3,46.5,52.0,0.06,POINT (-6.343190715383086 54.34489660683838),5.13,9.29,Silt
556346,445,0.5,28.3,1.08,2610,0.2,0.22,162,0.92,0.02,36.8,1.11,11.5,68.9,58.0,0.07,POINT (-6.414028080360686 54.34796905820614),4.89,8.84,Clay
556348,765,0.5,28.9,1.17,3920,0.26,0.2,201,1.0,0.02,37.2,1.23,13.4,71.6,74.0,0.06,POINT (-6.392692267725422 54.35911510118605),5.22,8.47,Silt
556349,392,0.5,20.1,0.34,520,0.3,0.14,62,0.55,0.02,18.4,0.16,3.5,48.7,73.0,0.05,POINT (-6.454364077400348 54.37388281162498),4.61,10.68,Clay
556350,472,0.5,24.1,1.28,489,0.1,0.26,62,0.73,0.01,29.7,0.1,9.8,44.1,53.0,0.08,POINT (-6.321873893248282 54.34495235544626),4.21,8.32,Clay
556351,414,0.5,24.8,0.86,830,0.16,0.23,84,0.79,0.01,22.6,0.14,8.8,49.3,55.0,0.05,POINT (-6.408531985780106 54.32981067000288),4.8,9.37,Clay
556352,405,0.5,24.2,0.62,640,0.23,0.24,81,1.17,0.01,17.5,0.1,6.0,91.8,80.0,0.04,POINT (-6.330704206235852 54.39038459268059),4.93,10.98,Silt
556353,549,0.5,23.8,1.01,609,0.16,0.29,78,1.15,0.005,20.3,0.11,9.5,58.1,50.0,0.04,POINT (-6.394204737568209 54.321525609734955),4.96,10.18,Silt
556354,708,0.5,28.2,0.6,678,0.3,0.19,61,0.73,0.01,17.2,0.14,5.2,59.6,63.0,0.06,POINT (-6.3501148108087175 54.30948395704756),5.64,8.42,Loam
556355,770,0.5,45.6,0.55,985,0.31,0.17,77,0.6,0.01,23.5,0.24,5.9,48.4,59.0,0.08,POINT (-6.4404860056041064 54.34620261284074),5.19,11.12,Silt
556356,328,0.5,21.4,0.22,498,0.35,0.11,41,0.48,0.02,11.5,0.1,2.9,46.7,70.0,0.06,POINT (-6.267116082757999 54.40838327405194),5.79,5.82,Loam
556357,470,0.5,37.8,0.71,695,0.31,0.23,67,0.94,0.02,16.6,0.14,9.1,66.6,54.0,0.05,POINT (-6.361596097526374 54.33993688009795),5.13,7.94,Silt
556358,695,0.5,25.4,0.84,683,0.33,0.19,80,0.74,0.01,42.0,0.17,6.4,55.8,48.0,0.15,POINT (-6.363010986035184 54.37048591810298),5.14,14.02,Silt
556359,247,0.5,20.1,0.45,713,0.22,0.16,54,0.54,0.01,17.8,0.16,3.6,45.9,58.0,0.04,POINT (-6.378933309542646 54.363953425690205),4.82,7.47,Clay
556361,569,0.5,21.9,0.43,340,0.34,0.2,54,0.6,0.01,21.6,0.16,4.4,45.1,48.0,0.09,POINT (-6.272980405123664 54.38869193996452),5.0,8.86,Silt
556362,1120,0.5,42.5,1.0,4160,0.25,0.2,157,0.9,0.01,128.9,0.77,12.5,66.9,54.0,0.45,POINT (-6.189564063631497 54.41782927893492),4.77,11.99,Clay
556363,725,0.5,22.0,0.62,355,0.18,0.17,55,0.72,0.01,21.6,0.11,6.4,41.8,51.0,0.06,POINT (-6.348850682130403 54.32685208283577),4.57,9.12,Clay
556364,606,0.5,30.2,0.8,523,0.28,0.23,55,0.75,0.01,26.6,0.16,6.9,59.8,44.0,0.06,POINT (-6.297621620034677 54.39330075866397),5.44,9.67,Silt
556365,522,0.5,21.8,0.87,491,0.15,0.32,73,1.03,0.01,19.1,0.07,8.9,56.8,46.0,0.05,POINT (-6.333705153817508 54.35850355334799),4.92,11.01,Silt
556367,576,0.5,20.3,0.96,243,2.14,0.04,30,0.26,0.02,43.6,0.26,3.1,20.0,11.0,0.09,POINT (-6.3726899608103995 54.347921664568375),5.5,77.2,Silt
556368,698,0.5,16.3,0.49,291,0.28,0.13,62,0.39,0.01,20.5,0.15,3.4,30.4,43.0,0.06,POINT (-6.358430176205877 54.321376397921014),6.01,12.89,Loam
556369,277,0.5,20.3,0.48,509,0.21,0.16,50,0.72,0.005,19.2,0.13,4.4,57.4,63.0,0.05,POINT (-6.4412950656213015 54.32889083504761),4.98,11.19,Silt
556370,492,0.5,24.7,0.56,413,0.24,0.16,58,0.52,0.01,25.4,0.14,6.1,32.9,45.0,0.04,POINT (-6.453246343538781 54.30208198087017),5.24,10.08,Silt
556371,367,0.5,29.5,1.39,411,0.18,0.27,85,0.94,0.005,26.2,0.13,11.0,53.6,50.0,0.04,POINT (-6.407778933083281 54.30911810724144),4.65,9.93,Clay
556372,630,0.5,18.8,0.49,483,0.26,0.15,45,0.54,0.02,22.0,0.15,4.9,41.1,49.0,0.05,POINT (-6.225698740510788 54.383064472641585),4.62,11.44,Clay
556373,694,0.5,25.5,0.91,316,0.17,0.23,78,0.64,0.01,58.2,0.15,10.7,51.1,42.0,0.11,POINT (-6.169798149373299 54.406416989075716),4.67,9.08,Clay
556374,683,0.5,26.0,0.64,355,0.15,0.27,65,0.77,0.01,20.9,0.12,9.3,52.0,41.0,0.05,POINT (-6.28957609524509 54.38277373795367),4.47,10.88,Clay
556375,411,0.5,11.9,0.28,616,0.21,0.13,42,0.69,0.005,9.8,0.09,3.4,63.1,65.0,0.04,POINT (-6.19487405605432 54.4508829788284),5.48,7.55,Silt
556376,444,0.5,23.9,0.36,711,0.23,0.12,61,0.59,0.01,20.9,0.14,3.0,59.5,68.0,0.06,POINT (-6.3897504147609965 54.391833655578374),4.66,6.39,Clay
556377,881,0.5,29.4,0.56,771,0.32,0.17,69,0.66,0.01,23.9,0.22,5.9,57.2,53.0,0.06,POINT (-6.42237406668654 54.37498722822354),5.01,11.43,Silt
556378,349,0.5,34.1,0.29,700,0.33,0.11,48,0.69,0.01,13.0,0.13,3.7,57.0,73.0,0.05,POINT (-6.45052981880477 54.35882951203036),5.29,7.49,Silt
556379,496,0.5,24.9,0.77,702,0.17,0.26,93,0.95,0.005,33.0,0.13,6.8,52.2,42.0,0.07,POINT (-6.171937184853794 54.426530550027074),4.66,12.39,Clay
556380,377,0.5,27.9,0.51,885,0.23,0.17,64,0.81,0.005,28.0,0.15,6.9,57.7,58.0,0.05,POINT (-6.198205208146941 54.378533080178904),4.83,8.0,Clay
556381,580,0.5,22.1,0.85,464,0.35,0.22,48,0.44,0.005,25.3,0.18,11.7,36.2,26.0,0.07,POINT (-6.208020155218827 54.406541179124225),5.59,10.13,Loam
556382,712,0.5,59.1,0.31,1040,0.65,0.07,73,1.67,0.06,12.5,0.15,2.1,88.5,61.0,0.04,POINT (-6.362020779018345 54.39303284027129),4.92,9.98,Silt
556383,212,0.5,21.0,0.37,287,0.4,0.15,40,0.42,0.005,11.6,0.09,4.0,37.5,58.0,0.04,POINT (-6.206118991551368 54.47685467432122),5.25,6.64,Silt
556384,1450,0.5,32.8,1.45,10100,1.22,0.25,133,1.37,0.02,24.5,0.83,11.4,90.7,87.0,0.09,POINT (-6.172668692671808 54.47827612992938),7.05,9.36,Sand
556385,433,0.5,24.1,0.61,664,0.21,0.26,63,0.86,0.02,24.1,0.15,6.0,58.0,50.0,0.06,POINT (-6.428072220565778 54.3563557725047),5.13,8.12,Silt
556386,389,0.5,13.7,0.32,357,0.28,0.19,48,0.63,0.02,13.0,0.09,3.4,43.4,55.0,0.03,POINT (-6.298653051288296 54.40855331588545),5.36,7.81,Silt
556387,473,0.5,46.6,0.29,582,0.27,0.18,52,0.65,0.02,15.5,0.12,3.4,54.2,75.0,0.05,POINT (-6.169795211805836 54.459014175441034),5.01,6.37,Silt
556388,371,0.5,18.3,0.31,440,0.27,0.13,57,0.53,0.01,16.6,0.12,3.4,52.4,65.0,0.04,POINT (-6.406339585467866 54.38567480372774),4.72,7.47,Clay
556389,336,0.5,16.9,0.23,258,0.24,0.11,26,0.34,0.02,12.2,0.12,2.5,31.8,44.0,0.06,POINT (-6.163863022667266 54.46819646622811),5.9,6.49,Loam
556390,1320,0.5,38.0,1.48,2340,0.58,0.17,259,1.01,0.005,50.5,2.04,17.2,73.5,80.0,0.08,POINT (-6.38958274166528 54.37410486137597),6.23,10.48,Organic Soil
556391,1030,0.5,18.9,0.52,382,0.25,0.16,62,0.65,0.01,20.5,0.16,4.0,36.1,54.0,0.07,POINT (-6.331851228334268 54.31883737533399),4.96,12.0,Silt
556392,850,0.5,24.7,0.63,603,0.32,0.19,63,0.57,0.02,24.1,0.23,6.5,39.6,49.0,0.05,POINT (-6.179593015714631 54.38557643639836),5.71,10.51,Loam
556393,496,0.5,29.8,0.33,725,0.25,0.1,56,0.78,0.01,14.8,0.11,2.2,86.0,82.0,0.06,POINT (-6.315748437336321 54.43675317389958),4.71,10.78,Clay
556394,919,0.5,20.7,0.86,535,0.3,0.17,65,0.52,0.01,19.1,0.2,5.7,35.3,39.0,0.06,POINT (-6.163250733448187 54.379578482489556),5.29,11.27,Silt
556395,749,0.5,37.9,1.31,879,0.17,0.22,92,0.73,0.01,52.2,0.23,9.8,49.2,49.0,0.1,POINT (-6.347254917016482 54.36164587743957),4.37,10.38,Clay
556397,790,0.5,29.7,0.56,415,0.23,0.23,70,0.79,0.01,24.0,0.16,13.0,47.7,42.0,0.08,POINT (-6.1622547083557935 54.39773080186342),4.94,9.67,Silt
556398,690,0.5,23.7,0.8,647,0.28,0.21,86,0.6,0.01,43.5,0.2,4.9,51.5,53.0,0.09,POINT (-6.315170730991848 54.381354794511594),5.12,11.33,Silt
556399,453,0.5,22.9,0.31,354,0.31,0.18,45,0.78,0.04,15.5,0.13,3.9,61.1,61.0,0.05,POINT (-6.207116400335251 54.44594401238109),4.96,7.28,Silt
556400,488,0.5,25.2,0.33,426,0.27,0.21,64,0.69,0.02,17.7,0.14,5.9,49.8,57.0,0.05,POINT (-6.444867507318518 54.36578255944425),5.66,7.07,Loam
556401,760,0.5,27.6,0.94,517,0.24,0.15,90,0.78,0.02,26.7,0.34,6.8,61.3,64.0,0.07,POINT (-6.468033716479312 54.31424719568239),4.92,10.64,Silt
556402,410,0.5,33.6,0.31,1090,0.61,0.11,65,1.25,0.02,9.9,0.18,0.6,61.7,120.0,0.04,POINT (-6.501879540690402 54.36769878362957),5.59,12.51,Loam
556403,500,0.5,13.8,0.61,404,0.15,0.16,43,0.35,0.03,19.5,0.21,3.2,25.9,29.0,0.04,POINT (-6.748674980719855 54.31358657017696),5.08,11.56,Silt
556404,770,0.5,25.2,0.93,1860,0.92,0.17,60,0.36,0.02,27.9,0.56,7.1,36.1,33.0,0.09,POINT (-6.83357038763814 54.34890060216711),6.14,10.32,Loam
556405,270,0.5,9.4,0.48,320,0.27,0.16,35,0.32,0.02,18.8,0.16,3.4,23.3,26.0,0.05,POINT (-6.822652915217189 54.344006033688856),5.82,5.09,Loam
556406,740,0.5,28.4,0.56,323,0.16,0.12,53,0.31,0.02,15.3,0.19,2.1,28.2,33.0,0.06,POINT (-6.729770401654133 54.32620043850394),4.87,10.26,Clay
556407,510,0.5,27.1,0.44,561,0.3,0.18,63,0.91,0.02,20.0,0.2,4.3,64.6,59.0,0.04,POINT (-6.5395249715022565 54.377387240633055),5.2,9.38,Silt
556408,440,0.5,14.0,1.4,429,0.25,0.17,46,0.16,0.01,17.9,0.36,5.5,21.6,20.0,0.03,POINT (-6.880645997236012 54.37827506551261),5.24,7.34,Silt
556409,480,1.0,59.6,1.1,327,0.72,0.15,51,0.43,0.01,30.5,0.72,5.3,40.2,47.0,0.1,POINT (-6.634979066401702 54.37630348746176),5.43,10.81,Silt
556410,290,0.5,12.1,1.26,580,0.19,0.16,36,0.2,0.02,29.0,0.29,3.6,22.6,20.0,0.05,POINT (-6.836827362747208 54.3141725705164),4.83,8.24,Clay
556411,590,0.5,23.8,0.81,242,0.21,0.14,69,0.52,0.02,43.1,1.62,8.4,46.0,50.0,0.09,POINT (-6.427601005554674 54.30424799455976),4.71,12.84,Clay
556412,380,0.5,13.3,0.33,335,0.18,0.19,35,0.34,0.02,10.3,0.09,2.5,23.0,33.0,0.03,POINT (-6.700879705558865 54.379618318785525),6.21,13.24,Organic Soil
556413,510,0.5,13.3,0.32,217,0.22,0.16,39,0.48,0.03,16.0,0.2,2.1,26.7,48.0,0.05,POINT (-6.594307885214363 54.369448763937285),5.27,8.85,Silt
556414,580,0.5,52.9,0.42,952,0.38,0.12,81,1.85,0.02,17.0,0.22,4.7,99.0,100.0,0.05,POINT (-6.515413064243234 54.33802871591685),4.7,13.9,Clay
556415,350,0.5,13.6,0.23,111,0.13,0.09,23,0.18,0.02,11.2,0.14,1.3,12.5,17.0,0.03,POINT (-6.7953644871286 54.360096697489745),4.38,5.25,Clay
556416,480,0.5,9.2,0.48,471,0.32,0.13,31,0.14,0.02,15.9,0.28,1.9,14.5,16.0,0.07,POINT (-6.856017297471101 54.34359034201542),5.76,8.37,Loam
556417,280,0.5,19.2,0.71,527,0.23,0.17,39,0.31,0.02,20.4,0.32,3.9,31.3,39.0,0.07,POINT (-6.702895043626465 54.36207591033009),4.59,7.98,Clay
556418,390,0.5,14.6,0.65,383,0.15,0.14,45,0.27,0.02,37.9,0.18,2.1,21.9,31.0,0.04,POINT (-6.684765434685625 54.3700013888332),4.54,9.23,Clay
556419,240,0.5,11.7,0.29,256,0.21,0.12,36,0.39,0.03,14.9,0.12,1.9,28.8,45.0,0.03,POINT (-6.713069612618435 54.315637608180985),5.19,7.66,Silt
556420,550,0.5,27.1,0.67,561,0.15,0.19,64,0.62,0.02,39.1,0.18,3.0,40.0,54.0,0.07,POINT (-6.6061971457308335 54.35914690459981),5.15,9.58,Silt
556421,320,0.5,19.8,0.3,538,0.51,0.12,50,0.62,0.02,14.6,0.16,1.5,45.6,87.0,0.05,POINT (-6.474068391037803 54.36458308049282),6.34,8.36,Sand
556422,400,0.5,11.1,0.58,548,0.24,0.15,57,0.48,0.03,12.3,0.18,3.4,33.8,38.0,0.03,POINT (-6.775978898490068 54.37001771370131),5.39,6.57,Silt
556423,340,0.5,18.2,0.52,627,0.23,0.11,42,0.38,0.03,31.1,0.19,2.6,31.8,40.0,0.05,POINT (-6.717511332971571 54.33388698725218),5.34,7.67,Silt
556424,190,0.5,18.5,0.3,348,0.22,0.16,38,0.62,0.02,13.6,0.11,3.0,40.7,62.0,0.03,POINT (-6.591194240728848 54.3511832391296),5.04,9.05,Silt
556425,730,0.5,34.4,0.4,651,0.36,0.19,75,1.07,0.02,22.8,0.23,3.2,70.8,95.0,0.06,POINT (-6.48326296425393 54.342201861045595),5.25,7.49,Silt
556426,630,0.5,22.0,0.6,667,0.24,0.18,69,1.02,0.02,20.3,0.16,4.9,62.3,79.0,0.04,POINT (-6.532376189721136 54.34870315597965),4.68,10.45,Clay
