Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
554555,215,0.5,7.5,0.32,77,0.19,0.15,20,0.15,0.03,16.1,0.12,4.1,9.4,16.0,0.05,POINT (-7.359375392287765 54.3736895552825),5.34,13.98,Silt
554556,158,0.5,10.5,0.42,233,0.22,0.3,82,0.34,0.01,72.1,0.25,13.1,26.4,25.0,0.23,POINT (-7.397654011097225 54.39400995673945),4.9,9.3,Clay
554557,586,5.0,27.8,0.36,155,0.86,0.12,31,0.69,0.02,16.2,0.31,6.3,22.4,40.0,0.3,POINT (-7.483972934205477 54.40877457134519),4.73,36.43,Clay
554558,170,0.5,11.8,0.16,246,0.18,0.39,55,1.11,0.02,18.1,0.02,7.7,57.9,51.0,0.02,POINT (-7.4525642386849595 54.49937809125909),5.83,6.54,Loam
554559,404,1.0,14.2,0.2,208,0.25,0.2,39,0.64,0.02,15.7,0.2,5.8,34.1,36.0,0.07,POINT (-7.43457111839967 54.48906313507796),4.45,25.29,Clay
554561,385,0.5,9.8,0.18,188,0.48,0.13,47,0.82,0.02,12.2,0.08,2.0,24.9,41.0,0.08,POINT (-7.422114399794711 54.431384270595956),5.21,26.98,Silt
554562,299,0.5,14.7,0.32,280,0.12,0.2,37,0.56,0.04,13.2,0.1,5.3,26.7,31.0,0.05,POINT (-7.514987103035027 54.429834694454),4.33,11.01,Clay
554563,473,0.5,8.4,0.62,294,5.82,0.07,47,0.19,0.02,107.0,0.35,4.1,12.3,8.0,0.31,POINT (-7.374954360164298 54.345895042294224),5.53,43.48,Silt
554564,395,0.5,9.8,0.15,126,0.14,0.21,36,0.6,0.03,14.2,0.07,1.8,28.9,33.0,0.06,POINT (-7.530875980592601 54.45653337550108),5.41,13.22,Silt
554565,206,0.5,2.5,0.025,7,0.23,0.005,17,0.15,0.02,0.1,0.005,0.05,1.6,1.0,0.005,POINT (-7.424785353823246 54.44530347241558),3.01,94.15,Clay
554567,209,0.5,9.2,0.19,147,0.14,0.16,32,0.62,0.04,15.2,0.07,4.1,25.6,41.0,0.04,POINT (-7.471858027609132 54.403574611403165),4.71,14.56,Clay
554568,58,0.5,2.4,0.08,157,0.005,0.1,7,0.11,0.005,6.0,0.005,1.0,5.0,7.0,0.005,POINT (-7.290661568871972 54.417010548394735),3.57,8.75,Clay
554569,117,0.5,7.1,0.28,310,0.14,0.19,47,0.3,0.03,27.8,0.23,5.8,20.9,25.0,0.04,POINT (-7.374821194315739 54.384020870232916),5.02,8.57,Silt
554570,194,0.5,6.8,0.33,254,0.13,0.15,28,0.65,0.04,12.9,0.08,2.4,17.7,34.0,0.04,POINT (-7.478638408184958 54.39104512019151),4.28,10.35,Clay
554571,81,0.5,6.2,0.12,49,0.01,0.16,17,0.18,0.005,20.2,0.03,3.0,8.7,12.0,0.03,POINT (-7.312675915149351 54.41962634000877),3.45,16.68,Clay
554572,379,0.5,8.9,0.39,387,0.16,0.15,37,0.46,0.03,16.1,0.09,4.2,20.8,32.0,0.06,POINT (-7.4741636249917915 54.435170654895664),4.57,12.34,Clay
554573,457,0.5,13.1,0.24,130,0.18,0.2,50,0.63,0.02,22.2,0.1,3.0,33.8,36.0,0.08,POINT (-7.484090030726408 54.48523322876056),4.44,30.52,Clay
554574,256,0.5,6.9,0.24,114,0.1,0.14,28,0.5,0.03,12.8,0.06,1.7,16.0,29.0,0.04,POINT (-7.409034662686171 54.43442026947919),4.32,16.31,Clay
554575,393,0.5,11.7,0.3,474,0.05,0.24,50,0.69,0.03,14.0,0.06,5.5,37.6,35.0,0.02,POINT (-7.5474934690135935 54.42890985600732),4.62,14.96,Clay
554576,394,0.5,11.9,0.41,188,0.13,0.27,49,0.79,0.03,17.5,0.04,4.9,43.6,46.0,0.06,POINT (-7.543636021126228 54.50002589588912),5.24,10.94,Silt
554577,370,0.5,20.9,0.16,325,0.16,0.35,56,1.12,0.03,16.4,0.05,7.0,53.0,52.0,0.03,POINT (-7.434911091675819 54.47113380707169),5.97,8.94,Loam
554578,185,0.5,10.2,0.55,55,0.13,0.09,17,0.12,0.01,13.2,0.13,4.7,10.6,13.0,0.03,POINT (-7.345103230198586 54.36839344346603),4.23,9.75,Clay
554579,822,0.5,14.3,0.42,1010,0.21,0.25,66,0.74,0.02,20.0,0.13,5.9,33.5,44.0,0.05,POINT (-7.545628726359351 54.46511503831446),5.52,11.46,Silt
554580,168,0.5,7.5,0.18,21,0.09,0.16,10,0.05,0.005,9.2,0.06,1.5,2.5,7.0,0.05,POINT (-7.380131310201732 54.41769174150554),4.32,23.61,Clay
554581,563,0.5,13.5,0.33,281,0.58,0.23,44,0.62,0.02,15.2,0.12,5.8,29.2,36.0,0.06,POINT (-7.51775933837701 54.48106030179803),5.08,10.97,Silt
554582,429,0.5,9.4,0.25,427,0.2,0.18,24,0.31,0.03,16.2,0.07,3.6,15.4,23.0,0.04,POINT (-7.49070096859789 54.448662831153584),5.21,12.11,Silt
554583,470,0.5,11.8,0.15,184,0.41,0.28,46,0.82,0.01,15.0,0.22,3.8,46.9,46.0,0.07,POINT (-7.617883056418481 54.43652859933043),5.47,22.11,Silt
554584,253,1.0,11.5,0.34,85,0.39,0.12,20,0.34,0.03,13.5,0.15,2.3,16.6,25.0,0.05,POINT (-7.500823596902591 54.423767016194645),4.5,33.76,Clay
554585,196,0.5,5.8,0.22,124,0.16,0.17,26,0.41,0.03,13.1,0.09,3.2,18.1,29.0,0.03,POINT (-7.45502849771606 54.39072519950673),5.13,16.96,Silt
554586,402,0.5,10.8,0.17,309,0.2,0.3,53,0.97,0.02,16.8,0.1,7.0,51.5,50.0,0.04,POINT (-7.529614178719196 54.47243807860421),4.7,14.77,Clay
554587,167,0.5,7.3,0.21,122,0.16,0.17,21,0.48,0.05,12.7,0.06,2.3,20.4,27.0,0.03,POINT (-7.485646410782338 54.42885982090047),4.53,11.64,Clay
554588,649,0.5,17.7,0.38,1490,0.16,0.29,67,1.02,0.03,18.1,0.11,10.6,54.2,44.0,0.04,POINT (-7.422116884490655 54.48043402027183),4.72,10.77,Clay
554589,200,0.5,11.6,0.18,231,0.18,0.23,41,0.87,0.03,13.9,0.05,3.0,37.9,38.0,0.03,POINT (-7.497604218991589 54.43631255268613),4.82,14.9,Clay
554590,423,0.5,11.1,0.25,360,0.05,0.38,72,0.89,0.02,18.7,0.04,5.4,47.5,47.0,0.04,POINT (-7.453056703929112 54.48446787796012),4.31,8.06,Clay
554591,1930,2.0,41.9,1.45,563,1.89,0.08,89,0.14,0.005,32.7,1.34,6.0,25.0,14.0,0.12,POINT (-7.363210853449337 54.33665230556647),5.87,28.87,Loam
554592,244,0.5,31.9,0.47,811,0.27,0.21,64,0.33,0.01,119.9,0.41,13.6,32.9,28.0,0.11,POINT (-7.372472457391615 54.40277539330659),4.68,11.72,Clay
554593,414,0.5,14.5,0.24,245,0.14,0.29,61,1.08,0.02,20.2,0.09,4.2,53.1,43.0,0.04,POINT (-7.565883038912378 54.473301541693445),4.76,13.01,Clay
554594,254,1.0,2.3,0.25,16,0.24,0.02,42,0.14,0.03,14.7,0.12,2.2,1.6,0.5,0.06,POINT (-7.39441075684548 54.40724448408838),0.0,96.86,Organic Soil
554595,541,0.5,13.6,0.51,340,0.44,0.16,50,0.66,0.03,22.7,0.22,9.6,33.7,36.0,0.06,POINT (-7.4428264157616795 54.4527724732321),4.85,12.33,Clay
554597,356,0.5,17.4,0.32,593,0.09,0.35,60,1.1,0.03,16.3,0.06,8.6,53.8,43.0,0.03,POINT (-7.4711741850666105 54.4769934974741),4.81,8.63,Clay
554598,759,0.5,20.3,0.37,427,0.31,0.24,50,0.68,0.02,24.8,0.22,6.7,43.3,37.0,0.06,POINT (-7.465472918900247 54.49187187255412),5.0,16.12,Silt
554599,671,0.5,23.4,0.36,628,0.2,0.21,51,0.71,0.02,18.6,0.11,6.7,39.8,38.0,0.04,POINT (-7.5562948595028 54.43571604415056),4.61,11.82,Clay
554600,404,0.5,9.7,0.39,160,0.1,0.11,30,0.15,0.02,11.9,0.07,4.1,11.1,15.0,0.04,POINT (-7.377780224594512 54.366473203780195),4.96,10.81,Silt
554601,237,0.5,8.4,0.57,879,0.3,0.41,50,0.64,0.01,19.8,0.12,4.4,33.7,35.0,0.04,POINT (-7.3160348704097355 54.400159996994425),5.47,6.04,Silt
554602,393,0.5,17.0,0.21,663,0.11,0.34,70,1.14,0.02,18.6,0.05,7.3,63.4,51.0,0.03,POINT (-7.378412260710972 54.47322792718762),5.11,14.4,Silt
554603,914,1.0,12.5,1.69,1150,0.5,0.11,35,0.08,0.01,26.5,0.47,8.5,19.6,16.0,0.06,POINT (-7.241147158727154 54.337311610327674),5.15,12.89,Silt
554604,168,0.5,6.0,0.67,432,0.02,0.11,18,0.05,0.005,11.6,0.05,5.7,10.0,10.0,0.02,POINT (-7.129560932609546 54.36283562017403),2.93,52.36,Clay
554605,297,1.0,2.3,0.77,7,0.33,0.005,27,0.1,0.02,25.6,0.24,3.3,1.3,0.5,0.05,POINT (-7.131722269746758 54.3486208519274),3.23,96.09,Clay
554606,25,0.5,1.1,0.18,5,0.03,0.1,2,0.02,0.005,5.1,0.005,1.5,1.5,4.0,0.01,POINT (-7.17053514488108 54.37237752171966),3.61,25.13,Clay
554607,321,0.5,11.4,0.28,251,0.2,0.18,44,0.82,0.03,17.7,0.16,4.1,52.6,45.0,0.06,POINT (-7.263653486174353 54.501446989737396),4.59,17.8,Clay
554608,143,0.5,5.7,0.72,389,0.32,0.17,31,0.18,0.02,18.5,0.13,4.3,16.8,16.0,0.02,POINT (-7.17545612470092 54.38940846745335),6.4,9.66,Sand
554609,192,0.5,10.8,0.79,286,0.1,0.29,25,0.18,0.02,14.7,0.1,4.5,17.6,17.0,0.02,POINT (-7.064866178840948 54.417251596067594),4.59,9.74,Clay
554610,360,0.5,11.5,1.4,243,0.13,0.23,17,0.08,0.005,14.8,0.08,4.0,9.1,13.0,0.03,POINT (-7.195697540620346 54.38159446849433),4.64,7.23,Clay
554611,251,0.5,12.3,0.38,314,0.2,0.46,47,0.43,0.03,16.6,0.29,3.5,28.3,30.0,0.05,POINT (-7.3460343814827205 54.404656354055966),5.07,8.94,Silt
554612,70,0.5,5.7,0.35,33,0.09,0.17,14,0.1,0.02,11.3,0.03,3.8,14.6,15.0,0.01,POINT (-7.096767468986129 54.38295188926364),3.37,11.12,Clay
554613,368,0.5,12.7,0.24,180,0.07,0.35,45,0.77,0.08,17.9,0.05,3.3,32.9,43.0,0.06,POINT (-7.2970821923873 54.48463132528796),4.42,11.01,Clay
554614,673,0.5,23.4,0.37,1020,0.66,0.62,76,1.65,0.04,20.1,0.1,10.0,75.8,65.0,0.02,POINT (-7.341088177458737 54.49025143543163),5.21,9.46,Silt
554615,304,2.0,3.2,0.61,9,0.34,0.005,38,0.13,0.02,30.0,0.32,3.3,1.7,0.5,0.08,POINT (-7.155866310342228 54.3478668790908),3.17,96.5,Clay
554616,190,0.5,12.9,0.9,58,0.2,0.21,22,0.1,0.01,25.0,0.07,8.4,11.8,20.0,0.05,POINT (-7.111604411904553 54.393644896311756),4.5,16.22,Clay
554617,484,1.0,7.3,1.02,19,0.31,0.02,49,0.15,0.02,46.4,0.23,3.7,2.0,0.5,0.1,POINT (-7.206243617598342 54.35748908527836),3.16,93.94,Clay
554618,554,2.0,5.7,1.78,146,0.14,0.03,24,0.04,0.005,20.8,0.21,6.3,6.7,6.0,0.14,POINT (-7.080507258937026 54.390150897289786),4.31,11.84,Clay
554619,140,0.5,10.2,0.58,60,0.09,0.25,21,0.13,0.01,18.8,0.05,7.4,16.3,19.0,0.04,POINT (-7.16353390968399 54.363300515363946),3.31,48.67,Clay
554620,382,0.5,15.0,0.36,313,0.09,0.16,38,0.62,0.03,17.3,0.1,4.0,35.3,33.0,0.05,POINT (-7.265394561228397 54.46118445524471),4.79,11.03,Clay
554621,114,0.5,5.0,0.24,43,0.12,0.08,8,0.09,0.02,8.7,0.05,1.7,5.9,10.0,0.03,POINT (-7.2722282960202325 54.37325829112744),4.82,9.17,Clay
554622,361,0.5,14.5,0.41,324,0.41,0.21,43,0.35,0.03,13.7,0.21,4.4,26.9,21.0,0.02,POINT (-7.314177701230368 54.36751191213148),5.57,9.27,Silt
554623,123,0.5,7.0,0.54,155,0.18,0.16,22,0.24,0.02,13.1,0.05,4.6,20.3,18.0,0.03,POINT (-7.241569478902416 54.37447992644751),5.18,8.67,Silt
554624,846,0.5,24.2,0.55,364,0.38,0.18,75,0.81,0.03,109.1,0.23,8.8,49.8,42.0,0.28,POINT (-7.325841953522555 54.49963590544354),5.1,14.38,Silt
554625,190,0.5,6.1,0.82,1380,0.18,0.09,36,0.09,0.005,15.4,0.13,4.9,16.4,12.0,0.05,POINT (-7.264471325985322 54.35700467376179),6.36,9.34,Sand
554626,856,0.5,11.3,0.17,133,0.43,0.17,43,0.5,0.02,16.0,0.13,5.7,30.7,41.0,0.08,POINT (-7.250984207095686 54.43543885487383),4.9,25.87,Clay
554627,50,0.5,1.6,0.14,2.5,0.03,0.08,3,0.02,0.005,8.6,0.02,1.1,1.9,4.0,0.01,POINT (-7.141215392898783 54.371247094824696),3.07,58.27,Clay
554629,264,0.5,2.2,0.79,7,0.26,0.005,20,0.08,0.02,16.7,0.19,2.1,1.2,0.5,0.06,POINT (-7.151527458925065 54.35394542003985),3.15,96.13,Clay
554630,1370,2.0,35.3,1.36,163,0.61,0.1,47,0.09,0.005,45.5,1.04,7.3,23.7,26.0,0.19,POINT (-7.130517625940029 54.40054737552027),4.84,30.74,Clay
554631,617,0.5,14.1,0.2,321,0.08,0.38,63,1.21,0.03,16.7,0.08,5.2,52.5,55.0,0.06,POINT (-7.333617577661255 54.48278113483147),4.5,9.57,Clay
554632,374,0.5,50.3,1.16,1720,0.25,0.29,57,0.37,0.02,59.1,0.46,11.0,30.5,24.0,0.12,POINT (-7.165874691372224 54.400356669117926),4.93,10.02,Silt
554633,299,0.5,9.5,0.17,456,0.14,0.36,62,1.2,0.02,18.7,0.08,4.7,68.4,54.0,0.03,POINT (-7.345169203951466 54.475325125598694),5.32,8.6,Silt
554634,403,0.5,14.8,0.87,635,0.17,0.21,43,0.31,0.03,16.0,0.23,4.6,22.9,23.0,0.04,POINT (-7.306386993299568 54.37059369144372),5.13,8.21,Silt
554635,371,1.0,3.4,1.02,9,0.5,0.005,36,0.09,0.02,38.8,0.32,4.5,1.7,0.5,0.1,POINT (-7.209850900351963 54.34024598832602),3.24,95.68,Clay
554636,251,0.5,1.8,0.87,8,0.33,0.005,24,0.06,0.02,10.3,0.13,2.4,1.1,0.5,0.04,POINT (-7.118898691833844 54.35499622257625),3.07,96.08,Clay
554638,204,0.5,5.0,0.57,67,0.02,0.12,15,0.06,0.005,26.7,0.03,5.2,8.8,16.0,0.06,POINT (-7.255085837092732 54.351215477274316),3.5,25.33,Clay
554639,310,0.5,8.7,0.85,732,0.14,0.13,34,0.18,0.02,13.9,0.19,4.8,17.4,18.0,0.03,POINT (-7.328295633230922 54.37351155797189),4.44,8.97,Clay
554640,344,0.5,8.3,0.15,194,0.26,0.16,35,0.56,0.01,12.2,0.09,4.2,30.7,31.0,0.07,POINT (-7.100317322561159 54.41766470250919),5.87,8.35,Loam
554641,246,0.5,11.7,0.56,445,0.32,0.18,38,0.31,0.02,16.7,0.5,6.1,25.0,21.0,0.04,POINT (-7.283055732651038 54.38238762488774),6.34,10.77,Sand
554642,273,0.5,12.1,0.46,209,0.1,0.11,19,0.08,0.01,12.9,0.11,3.5,11.7,13.0,0.04,POINT (-7.079129902912624 54.40834153269281),4.16,7.21,Clay
554643,227,0.5,13.0,0.37,348,0.08,0.31,51,0.95,0.03,17.0,0.03,6.3,47.7,45.0,0.03,POINT (-7.391177041219892 54.48199789944688),4.39,9.23,Clay
554644,76,0.5,1.0,0.12,2.5,0.03,0.04,3,0.02,0.005,5.5,0.03,0.6,1.0,3.0,0.02,POINT (-7.233901824376237 54.35406540794617),3.24,77.59,Clay
554645,90,0.5,5.8,0.53,346,0.14,0.16,27,0.19,0.02,14.9,0.18,3.9,22.1,19.0,0.03,POINT (-7.041586732470826 54.418075235675204),3.57,8.4,Clay
554646,380,0.5,5.6,0.76,215,0.22,0.08,26,0.11,0.005,11.9,0.17,5.1,13.1,12.0,0.06,POINT (-7.282438413212504 54.366608633812795),4.99,10.03,Silt
554647,566,0.5,17.0,0.53,102,0.98,0.06,21,0.06,0.005,17.6,0.27,3.0,7.6,9.0,0.08,POINT (-7.304487347288706 54.355544089866434),6.15,22.32,Loam
554648,805,1.0,10.5,0.75,119,0.51,0.09,26,0.18,0.005,22.1,0.59,6.4,15.9,20.0,0.08,POINT (-7.307106482675806 54.39181719098556),4.19,18.87,Clay
554649,237,0.5,24.3,0.54,745,0.24,0.37,50,0.65,0.02,69.9,0.15,7.6,33.4,33.0,0.07,POINT (-7.166516349763116 54.41578611143825),4.56,11.23,Clay
554650,335,0.5,12.2,1.45,103,0.53,0.1,35,0.2,0.01,21.6,0.35,8.1,18.1,14.0,0.06,POINT (-7.192942367970891 54.41845412690617),4.91,14.33,Clay
554651,161,0.5,10.3,0.33,120,0.08,0.09,17,0.09,0.005,14.3,0.13,4.4,10.7,13.0,0.04,POINT (-7.150728936271614 54.38816794357783),3.98,21.11,Clay
554652,256,0.5,11.3,0.19,145,0.13,0.15,27,0.45,0.05,15.3,0.06,2.9,24.3,26.0,0.05,POINT (-7.282371582646682 54.49117467432473),4.86,8.35,Clay
554653,243,0.5,2.1,0.19,2.5,0.17,0.005,8,0.15,0.02,16.2,0.15,1.2,2.1,0.5,0.06,POINT (-7.266169315597661 54.44460550609749),3.17,91.12,Clay
554654,416,0.5,13.3,1.15,483,0.15,0.14,51,0.21,0.02,24.0,0.22,6.5,25.8,21.0,0.06,POINT (-7.315624063271198 54.38229822501241),4.6,11.12,Clay
554655,258,0.5,8.0,0.15,128,0.09,0.19,27,0.58,0.03,12.6,0.04,2.2,30.7,26.0,0.03,POINT (-7.279585849747152 54.453903416057074),4.31,25.78,Clay
554656,137,0.5,9.3,0.13,247,0.1,0.27,41,1.01,0.04,15.8,0.03,3.3,44.7,45.0,0.03,POINT (-7.267823106287878 54.48407127597218),4.77,13.83,Clay
554657,98,0.5,7.8,1.0,440,0.12,0.31,23,0.15,0.005,19.8,0.03,8.1,16.1,23.0,0.03,POINT (-7.1648532547990165 54.38015419117808),5.33,11.39,Silt
554659,156,0.5,168.0,0.25,2.5,0.14,0.005,39,0.05,0.01,25.2,0.1,0.9,0.7,0.5,0.03,POINT (-7.219563964445808 54.344513621963664),3.09,96.68,Clay
554660,426,0.5,15.3,0.35,406,3.21,0.25,43,0.31,0.005,18.7,0.22,4.0,22.2,12.0,0.05,POINT (-7.1733482193585685 54.40849340923576),5.82,15.5,Loam
554661,502,0.5,18.9,0.16,419,0.14,0.08,24,0.21,0.005,11.9,0.12,2.8,12.8,12.0,0.02,POINT (-7.253728458795186 54.456558278956344),4.64,9.4,Clay
554662,365,0.5,13.0,0.23,837,0.16,0.35,74,1.1,0.02,20.0,0.05,8.4,66.9,58.0,0.03,POINT (-7.359325584475612 54.481518771842445),5.51,11.24,Silt
554663,357,0.5,23.6,1.15,1320,0.18,0.52,149,0.67,0.02,155.1,0.82,9.3,35.1,33.0,0.06,POINT (-7.203426455696551 54.41004317458518),4.42,9.54,Clay
554664,278,0.5,6.6,0.38,221,0.11,0.08,25,0.09,0.02,13.4,0.1,3.2,11.3,13.0,0.03,POINT (-7.3281310283906524 54.33836653189491),4.62,8.89,Clay
554665,450,0.5,27.8,1.67,1140,0.31,0.35,65,0.35,0.01,58.8,0.36,10.8,40.2,24.0,0.13,POINT (-7.143428492880492 54.40904844273229),4.73,8.58,Clay
554666,349,0.5,10.8,0.19,126,0.33,0.14,27,0.36,0.03,14.3,0.09,2.3,22.8,20.0,0.05,POINT (-7.277066658049689 54.43413349447415),5.27,24.67,Silt
554667,440,0.5,9.7,0.4,377,0.61,0.16,47,0.24,0.01,18.3,0.34,4.6,20.6,19.0,0.06,POINT (-7.2227245415694 54.38234652335568),5.39,13.34,Silt
554668,230,0.5,7.8,0.36,13,0.15,0.11,14,0.07,0.005,12.2,0.07,1.3,8.4,10.0,0.05,POINT (-7.2858350090139865 54.34819425085305),3.68,41.86,Clay
554669,310,0.5,11.6,0.65,1020,0.21,0.13,36,0.1,0.005,21.0,0.18,5.8,20.6,15.0,0.04,POINT (-7.076445067770804 54.40171795073765),6.07,8.4,Loam
554670,103,0.5,5.5,0.36,61,0.06,0.17,21,0.21,0.04,11.5,0.07,2.0,15.0,16.0,0.02,POINT (-7.3273084002167845 54.35296043278058),4.07,13.11,Clay
554671,381,0.5,9.0,0.74,405,0.11,0.17,29,0.13,0.02,10.5,0.08,4.0,14.5,14.0,0.02,POINT (-7.297646155321281 54.34093289679451),5.45,7.16,Silt
554672,115,0.5,2.3,0.17,9,0.04,0.1,8,0.03,0.005,10.8,0.05,0.7,2.1,4.0,0.03,POINT (-7.208475266666822 54.37101528089063),2.99,46.17,Clay
554673,61,0.5,1.8,0.06,2.5,0.005,0.05,3,0.02,0.005,5.9,0.01,0.5,1.5,4.0,0.02,POINT (-7.2674149862138036 54.33680023345876),3.08,17.59,Clay
554674,678,0.5,19.2,0.81,1230,0.1,0.27,59,0.76,0.03,26.1,0.11,7.7,42.8,39.0,0.05,POINT (-7.301423192816637 54.49878752167517),4.6,8.6,Clay
554675,123,0.5,6.8,0.32,384,0.07,0.13,32,0.14,0.02,14.5,0.05,4.2,15.5,16.0,0.03,POINT (-7.106287260040698 54.401700011647186),4.37,5.47,Clay
554676,149,0.5,6.6,0.7,224,0.16,0.26,35,0.28,0.02,15.9,0.11,4.0,21.1,23.0,0.03,POINT (-7.33108028102512 54.407592896380145),4.48,7.98,Clay
554678,218,0.5,2.8,0.74,1080,0.26,0.16,32,0.14,0.01,21.3,0.05,5.7,16.5,20.0,0.06,POINT (-7.226529267060658 54.36826655302011),5.02,13.24,Silt
554679,487,0.5,14.7,0.43,155,0.18,0.13,38,0.24,0.02,20.2,0.32,4.2,16.1,19.0,0.08,POINT (-7.221225587080764 54.41516320165064),4.32,10.18,Clay
554681,306,0.5,7.1,0.59,81,0.14,0.07,19,0.06,0.005,14.6,0.16,3.8,8.9,9.0,0.07,POINT (-7.128741902301197 54.384804027124794),4.32,16.4,Clay
554682,89,0.5,4.8,0.44,52,0.09,0.13,10,0.08,0.005,8.4,0.03,2.8,7.1,11.0,0.03,POINT (-7.319922183426244 54.34389041614613),4.9,9.88,Clay
554683,440,0.5,14.4,0.37,429,0.21,0.16,42,0.74,0.04,17.3,0.11,3.7,37.7,45.0,0.08,POINT (-7.279515615085568 54.476325905345995),4.85,13.13,Clay
554684,668,0.5,32.7,0.46,286,0.45,0.15,51,0.56,0.03,26.4,0.21,5.7,35.5,31.0,0.11,POINT (-7.25362990556731 54.468748357426435),4.78,22.7,Clay
554685,127,0.5,6.3,0.45,20,0.07,0.15,11,0.08,0.005,10.4,0.03,2.2,8.1,11.0,0.05,POINT (-7.255639960162995 54.36309536404736),5.17,21.7,Silt
554686,260,1.0,1.6,1.1,6,0.45,0.005,25,0.06,0.02,10.2,0.15,4.2,1.2,0.5,0.06,POINT (-7.143737104958328 54.34101658932882),3.31,96.62,Clay
554687,238,0.5,22.6,0.48,813,0.23,0.4,51,0.83,0.02,18.7,0.12,6.9,44.2,35.0,0.06,POINT (-7.13434074866284 54.41641315410597),4.71,11.25,Clay
554688,283,1.0,42.4,0.51,9,0.33,0.005,39,0.11,0.02,56.4,0.28,2.8,1.2,0.5,0.09,POINT (-7.1959644824753575 54.361643381524104),3.17,96.23,Clay
554689,280,0.5,12.9,0.28,279,0.05,0.18,39,0.62,0.03,17.0,0.06,4.6,34.8,36.0,0.07,POINT (-7.257570706454431 54.49300121534381),4.33,8.77,Clay
554690,476,0.5,14.1,0.89,546,0.13,0.15,39,0.19,0.03,30.8,0.11,4.6,12.3,16.0,0.05,POINT (-7.189142108286853 54.40183580942753),4.67,8.15,Clay
554691,731,2.0,15.8,0.93,242,1.49,0.09,41,0.23,0.005,22.2,0.47,4.6,18.8,17.0,0.08,POINT (-7.22385234662149 54.39842559199703),5.62,26.09,Loam
554692,683,0.5,14.4,0.25,185,0.3,0.18,33,0.41,0.02,14.6,0.12,3.8,25.1,31.0,0.06,POINT (-7.244015011623284 54.42642978332469),5.26,16.27,Silt
554693,250,0.5,3.7,0.31,8,0.07,0.07,10,0.03,0.005,20.3,0.07,2.6,3.4,6.0,0.04,POINT (-7.198575627038881 54.34920927281006),3.31,24.49,Clay
554694,317,0.5,12.3,0.67,1640,0.15,0.11,39,0.08,0.01,12.2,0.14,5.1,18.3,13.0,0.06,POINT (-7.119467026657203 54.37300390377348),4.25,7.45,Clay
554695,441,0.5,15.8,1.4,958,0.5,0.29,67,0.38,0.02,19.4,0.23,5.9,27.0,26.0,0.05,POINT (-7.214208293479753 54.39147270951354),5.01,8.12,Silt
554696,310,0.5,10.1,0.47,161,0.12,0.17,36,0.26,0.02,19.7,0.12,4.2,19.3,20.0,0.06,POINT (-7.325181173894379 54.393581574880095),4.83,12.34,Clay
554697,608,0.5,25.3,0.25,337,0.31,0.23,47,0.94,0.04,10.4,0.07,4.4,63.7,48.0,0.05,POINT (-7.272331504589433 54.43002650326203),5.0,18.72,Silt
554698,458,0.5,11.1,0.74,622,0.02,0.23,52,0.6,0.03,20.1,0.06,6.7,34.6,38.0,0.08,POINT (-7.310473703834486 54.492021044945965),3.68,10.06,Clay
554699,132,0.5,10.9,0.31,983,0.14,0.25,27,0.34,0.02,24.4,0.16,3.5,21.6,20.0,0.38,POINT (-7.116778948890684 54.40932357175016),4.6,7.47,Clay
554700,319,0.5,3.2,0.78,11,0.26,0.005,36,0.15,0.03,30.2,0.24,2.2,1.5,0.5,0.09,POINT (-7.170639403814921 54.353467420255086),3.17,96.48,Clay
554701,291,0.5,9.1,0.22,290,0.11,0.25,46,0.78,0.03,18.8,0.04,3.8,44.1,47.0,0.06,POINT (-7.300433531429003 54.44468307526516),4.53,13.14,Clay
554702,739,0.5,38.1,0.52,840,0.16,0.19,43,0.27,0.02,20.3,0.16,5.0,14.9,18.0,0.07,POINT (-7.099130940379972 54.45488434545786),4.83,7.57,Clay
554703,690,2.0,22.3,0.86,395,2.02,0.07,41,0.19,0.005,14.5,0.56,5.5,17.2,13.0,0.1,POINT (-7.080983430895017 54.445952594553376),5.33,28.59,Silt
554704,490,0.5,8.1,0.11,199,0.24,0.17,39,0.62,0.03,11.5,0.05,1.8,36.9,35.0,0.04,POINT (-7.160292552522243 54.49112467949671),6.0,26.3,Loam
554705,678,0.5,15.3,0.74,590,0.16,0.24,56,0.7,0.02,16.5,0.09,7.2,41.5,46.0,0.06,POINT (-7.375448096012706 54.48958947846655),5.43,8.96,Silt
554706,289,0.5,14.1,0.29,284,0.23,0.3,50,1.01,0.03,15.3,0.06,3.8,53.0,50.0,0.03,POINT (-7.281180202940269 54.5282693251431),5.71,10.43,Loam
554707,200,0.5,7.6,0.28,142,0.24,0.17,23,0.24,0.02,15.3,0.11,2.6,12.5,14.0,0.03,POINT (-7.126769157509532 54.43419128036573),4.98,12.79,Silt
554708,321,0.5,8.8,0.31,167,0.24,0.16,24,0.32,0.01,11.4,0.07,3.0,17.7,21.0,0.07,POINT (-7.083517968329487 54.42495892628524),5.45,6.32,Silt
554709,417,0.5,16.2,0.37,267,0.12,0.2,38,0.39,0.02,16.2,0.09,5.0,22.3,25.0,0.05,POINT (-7.148774519311653 54.44388006613008),4.8,7.57,Clay
