,Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,pH,%OM,ARCA_ID,OBJECTID,bh,shape_star,shape_stle,hydoconnec,rainfall_2,slope_2,landclass2,host_2,soilp_2,q10_2,riverbuff2,rwb_stat_2,erosion,riskscore2,ruleid,override,SHAPE__Length,SHAPE__Area,GlobalID,SHAPE_Length,SHAPE_Area,geometry
54,554795,756,2.0,21.3,0.35,226.0,0.9,0.07,30,0.35,0.01,22.7,0.42,6.3,31.8,40.0,4.91,30.91,{5AF13DF1-7A5A-446E-AC87-FD6AB5C15F8E},167759,Improved grassland,140722.524947,2292.40505448,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.2,0.0,1.6,3,,2292.40505448,140722.52618527,{5AF13DF1-7A5A-446E-AC87-FD6AB5C15F8E},0.0292688271562883,1.951007682895789e-05,POINT (-7.236690173695249 54.49882719948721)
55,554798,205,0.5,14.2,0.21,258.0,0.28,0.17,48,0.55,0.02,16.4,0.09,2.9,30.6,31.0,5.01,13.19,{A6D425CA-F56D-4DBB-9C93-F6C8967B9B8E},56709,Improved grassland,7838.69000454,409.17019929,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,409.17019929,7838.68993748,{A6D425CA-F56D-4DBB-9C93-F6C8967B9B8E},0.005815172687323596,1.0869988719884232e-06,POINT (-7.1588710867131775 54.50848901769409)
56,554809,146,0.5,7.2,0.29,115.0,0.06,0.11,13,0.1,0.01,11.1,0.03,4.7,11.8,14.0,4.01,5.59,{E1D31C0C-4D70-42EA-BFB7-8BDCB08689EF},93729,Improved grassland,17563.8266079,522.63214783,Yes,0.1,0.15,0.0,0.3,0.1,0.3,0.3,0.1,0.0,1.35,2,,522.63214783,17563.82688975,{E1D31C0C-4D70-42EA-BFB7-8BDCB08689EF},0.0069317012658093435,2.422041167933531e-06,POINT (-7.316511771310448 54.27605286416806)
57,554815,153,0.5,9.0,0.43,148.0,0.1,0.15,20,0.11,0.02,9.6,0.04,4.2,14.7,17.0,4.92,9.55,{5011D1DC-12F6-402C-B3DF-3DB9D21854F4},30083,Improved grassland,6765.69839351,344.33162667,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.9,2,,344.33162668,6765.69838355,{5011D1DC-12F6-402C-B3DF-3DB9D21854F4},0.003843773848311906,9.329700559965473e-07,POINT (-7.199309841905224 54.27663391085806)
58,554819,284,0.5,10.1,0.81,101.0,0.13,0.12,23,0.06,0.005,18.3,0.06,4.9,7.0,13.0,4.79,11.19,{16E4835F-CF29-42E9-90E8-EC5160FBAA40},96212,Improved grassland,15945.0979059,655.51365916,No,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.15,2,,655.51365916,15945.09811009,{16E4835F-CF29-42E9-90E8-EC5160FBAA40},0.007974236860480417,2.199277914381127e-06,POINT (-7.2068340372653035 54.28611670739848)
59,554824,127,0.5,6.4,0.41,166.0,0.12,0.23,26,0.19,0.02,11.4,0.03,5.4,21.0,25.0,5.06,10.49,{76E4C055-6CE1-4544-A49B-13182DAA5D72},93737,Improved grassland,12799.0475689,568.67669704,Yes,0.1,0.15,0.0,0.3,0.2,0.3,0.3,0.1,0.0,1.45,3,,568.67669704,12799.04766197,{76E4C055-6CE1-4544-A49B-13182DAA5D72},0.007721693762476469,1.76528677446109e-06,POINT (-7.301424885775939 54.28402482805456)
60,554826,125,0.5,5.8,0.43,99.0,0.11,0.19,20,0.12,0.02,10.7,0.04,3.5,11.2,16.0,4.38,8.94,{EE25DF19-664F-4564-B9F2-CA9150183003},20365,Improved grassland,11912.1476621,456.56928069,Yes,0.1,0.15,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.95,2,,456.56928069,11912.14769705,{EE25DF19-664F-4564-B9F2-CA9150183003},0.005534086775696022,1.644351533453135e-06,POINT (-7.300989410619499 54.31878947370692)
61,554827,99,0.5,9.3,0.3,39.0,0.12,0.13,10,0.08,0.01,10.9,0.03,4.1,11.0,13.0,5.49,14.79,{84423195-1E53-4493-AD49-EDAD0E913E30},99431,Improved grassland,14861.1722998,513.81913961,Yes,0.15,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.95,2,,513.81913961,14861.17229589,{84423195-1E53-4493-AD49-EDAD0E913E30},0.00600376698367969,2.049708630723786e-06,POINT (-7.238031257611357 54.283838406846925)
62,554831,353,2.0,10.2,0.49,55.0,0.45,0.19,24,0.14,0.01,17.2,0.12,6.0,14.7,20.0,4.76,21.47,{EE97F389-1A5E-488C-95AF-C3F521F88B26},11365,Arable and horticulture,12133.3408306,489.1971407,Yes,0.1,0.1,0.0,0.45,0.0,0.3,0.3,0.1,0.0,1.35,2,,489.1971407,12133.34106136,{EE97F389-1A5E-488C-95AF-C3F521F88B26},0.005717159919557586,1.672475213052817e-06,POINT (-7.379653214710401 54.258516703366496)
63,554832,339,0.5,16.5,1.17,834.0,3.07,0.32,67,0.26,0.02,18.5,0.55,9.1,45.2,25.0,5.38,13.22,{E3E1F2EE-775A-457D-9709-F9D456DEDC21},30014,Improved grassland,13693.1106047,468.51757538,No,0.1,0.15,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.95,2,,468.51757537,13693.1105745,{E3E1F2EE-775A-457D-9709-F9D456DEDC21},0.006163017483666194,1.8861446972618072e-06,POINT (-7.181065763637891 54.230522676720206)
64,554840,783,14.0,27.2,2.14,348.0,3.58,0.04,26,0.06,0.005,17.1,1.38,5.7,36.4,10.0,6.54,31.76,{D0795C58-13AA-434D-851E-FCB1B71F23AF},51490,Improved grassland,7035.04753,344.56858714,Yes,0.1,0.1,0.3,0.0,0.2,0.3,0.3,0.1,0.0,1.4,3,,344.56858714,7035.04750417,{D0795C58-13AA-434D-851E-FCB1B71F23AF},0.004370996517661755,9.681555815244394e-07,POINT (-7.273916861666268 54.19197518819474)
65,554856,181,2.0,4.9,0.2,45.0,0.15,0.07,12,0.07,0.01,12.3,0.05,2.6,8.1,9.0,4.7,20.06,{B7EE4C0C-5E98-4E06-B90A-A961D85DBF2F},18693,Improved grassland,61605.7217557,1222.56113188,Yes,0.1,0.15,0.0,0.3,0.2,0.3,0.3,0.2,0.0,1.55,3,,1222.56113189,61605.72140311,{B7EE4C0C-5E98-4E06-B90A-A961D85DBF2F},0.01416957911003832,8.490256559137045e-06,POINT (-7.268224954852733 54.25049781437959)
66,554862,78,0.5,8.1,0.2,29.0,0.11,0.2,17,0.14,0.01,11.2,0.02,2.9,16.6,18.0,4.22,12.67,{82CBC1CB-9A1C-4926-B093-695FA593CAAC},99094,Improved grassland,16463.689058,532.73447649,Yes,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.6,1,,532.73447649,16463.68887008,{82CBC1CB-9A1C-4926-B093-695FA593CAAC},0.006991906788611172,2.2698965406330193e-06,POINT (-7.363897595357117 54.26827180165913)
67,554867,990,3.0,25.3,2.23,498.0,4.79,0.19,59,0.29,0.01,23.8,0.63,11.5,38.5,18.0,6.32,53.41,{67697CA2-658B-4A13-A259-0836292DB2E5},167786,Improved grassland,7505.27753238,445.50221558,Yes,0.1,0.05,0.3,0.0,0.1,0.3,0.3,0.1,0.0,1.25,2,,445.50221558,7505.2775414,{67697CA2-658B-4A13-A259-0836292DB2E5},0.005623702034347812,1.0320465628504894e-06,POINT (-7.271597889582598 54.158325199939455)
68,554871,486,1.0,10.5,0.24,132.0,0.23,0.16,18,0.21,0.02,13.9,0.07,3.1,11.8,16.0,5.6,13.43,{6F1AC13A-1A8A-4212-91D3-9EC8E5335A3C},437,Arable and horticulture,18392.2441054,549.39689495,Yes,0.1,0.15,0.0,0.0,0.3,0.3,0.3,0.1,0.0,1.25,2,,549.39689495,18392.24380075,{6F1AC13A-1A8A-4212-91D3-9EC8E5335A3C},0.006389098146691004,2.5487146627687123e-06,POINT (-7.082538325352303 54.480497692259995)
69,554872,199,2.0,6.8,0.3,74.0,0.26,0.07,27,0.13,0.01,11.2,0.29,2.8,22.9,15.0,4.82,25.73,{1059A430-4F17-48DA-BCED-89D257633520},48837,Improved grassland,20925.2625603,736.02298972,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,736.02298972,20925.2626312,{1059A430-4F17-48DA-BCED-89D257633520},0.009420824584957079,2.8839792181981494e-06,POINT (-7.164884109664185 54.25500962131494)
70,554874,119,1.0,10.0,0.45,458.0,0.07,0.16,27,0.16,0.02,11.1,0.02,4.4,15.6,18.0,4.19,5.81,{F067BCB4-08D5-4D1F-868E-ECA9AA7126E3},26170,Improved grassland,11291.2950747,528.78149902,Yes,0.1,0.1,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.1,2,,528.78149902,11291.2951671,{F067BCB4-08D5-4D1F-868E-ECA9AA7126E3},0.006805451119488125,1.5576520765878042e-06,POINT (-7.288394784734995 54.29260898286742)
71,554899,678,3.0,16.6,1.05,346.0,2.1,0.07,43,0.12,0.005,28.0,0.67,5.8,22.7,14.0,5.08,25.11,{76A33AFF-4AC7-4D1F-99BB-6EAFE55FD241},118082,Improved grassland,22056.1846899,755.0443282,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,755.0443282,22056.18459303,{76A33AFF-4AC7-4D1F-99BB-6EAFE55FD241},0.00852682006965683,3.0349502017022948e-06,POINT (-7.288368022582039 54.18547623753461)
72,554903,159,1.0,3.0,0.41,46.0,0.09,0.09,15,0.07,0.01,8.6,0.04,1.3,6.4,10.0,4.67,9.75,{AC30CED3-C080-486D-BFF1-C08339480025},92283,Improved grassland,77416.2809724,1370.61165856,Yes,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.15,2,,1370.61165856,77416.2809321,{AC30CED3-C080-486D-BFF1-C08339480025},0.017513468621263847,1.067585229417152e-05,POINT (-7.411308548710415 54.27684067001845)
73,554905,261,0.5,6.7,0.4,73.0,0.1,0.15,21,0.09,0.01,11.9,0.04,2.9,10.2,13.0,4.5,13.59,{043F3907-27C4-49D6-A705-3F08440238B0},31378,Improved grassland,5844.00296416,314.62141273,No,0.1,0.1,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.2,2,,314.62141273,5844.0029592,{043F3907-27C4-49D6-A705-3F08440238B0},0.0037206340806433024,8.066425951339387e-07,POINT (-7.34949564344069 54.31535961174397)
74,554906,248,2.0,4.9,0.44,844.0,0.16,0.07,26,0.09,0.005,5.1,0.35,2.4,14.1,10.0,5.14,16.4,{3C474060-C418-47EA-8702-442A653F2AB8},117945,Improved grassland,8996.12238092,480.00321854,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.1,0.0,1.5,3,,480.00321854,8996.12214767,{3C474060-C418-47EA-8702-442A653F2AB8},0.006198622877144291,1.2371212598923178e-06,POINT (-7.333193244337161 54.16035322603881)
75,554910,119,1.0,11.5,1.67,841.0,0.48,0.25,59,0.24,0.01,17.3,0.42,12.8,57.7,31.0,5.15,9.91,{395CA44B-B4F5-48C5-AC22-65C630F18D92},19640,Improved grassland,15570.3894428,550.7911475,No,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.8,1,,550.7911475,15570.38953671,{395CA44B-B4F5-48C5-AC22-65C630F18D92},0.007082942410298368,2.1403718005208986e-06,POINT (-7.463344895191351 54.143665024338844)
76,554916,377,1.0,10.2,0.97,422.0,0.43,0.16,61,0.16,0.02,21.2,0.34,8.4,25.6,25.0,4.75,13.78,{354E32D5-D3A3-4E04-A727-81846EDD5DCD},98000,Improved grassland,8507.50960444,417.11573875,No,0.1,0.05,0.0,0.3,0.2,0.0,0.0,0.2,0.0,0.85,2,,417.11573875,8507.50958755,{354E32D5-D3A3-4E04-A727-81846EDD5DCD},0.004968975955515255,1.1698345533684918e-06,POINT (-7.488822881049458 54.15605694503291)
77,554917,630,3.0,17.5,1.34,162.0,1.8,0.06,54,0.07,0.005,15.9,0.7,4.0,26.2,13.0,4.67,47.47,{9F55FD13-37D4-48DA-8D0B-B5DA534466E2},44315,Improved grassland,9752.8237324,491.61093451,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.2,0.0,1.3,2,,491.61093451,9752.82376178,{9F55FD13-37D4-48DA-8D0B-B5DA534466E2},0.006378667781426968,1.3418730852880546e-06,POINT (-7.34447767640485 54.18247076711262)
78,554922,313,0.5,9.7,0.76,902.0,0.07,0.08,18,0.08,0.01,10.7,0.06,5.1,10.5,11.0,4.6,13.53,{317EF91E-CC61-4113-A0E1-4C22EEAE3C71},26072,Improved grassland,4142.28912013,409.55624847,Yes,0.1,0.1,0.0,0.3,0.3,0.3,0.3,0.1,0.0,1.5,3,,409.55624846,4142.28911732,{317EF91E-CC61-4113-A0E1-4C22EEAE3C71},0.005227989813220266,5.717238063923758e-07,POINT (-7.3791017638203975 54.31253311261276)
79,554926,878,2.0,38.1,1.6,479.0,2.95,0.08,47,0.13,0.02,21.9,0.36,6.4,24.5,14.0,5.15,42.37,{0DC7611D-2076-4EE7-8BEA-15ACB13A866A},51237,Improved grassland,6016.42303249,310.15521041,Yes,0.1,0.05,0.3,0.0,0.2,0.3,0.0,0.2,0.0,1.15,2,,310.15521041,6016.42306996,{0DC7611D-2076-4EE7-8BEA-15ACB13A866A},0.0035972124172738854,8.275291747749389e-07,POINT (-7.377563909282171 54.16902677592563)
80,554930,806,2.0,24.3,2.02,92.0,1.61,0.04,27,0.06,0.01,12.6,0.47,9.1,32.6,11.0,4.46,58.27,{1EC9A190-D532-457D-9427-A1677F4AA8E6},45211,Improved grassland,17813.9574666,523.35106527,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.15,2,,523.35106528,17813.95769278,{1EC9A190-D532-457D-9427-A1677F4AA8E6},0.006386169786242882,2.4570842534280143e-06,POINT (-7.429465825454059 54.28485164183166)
81,554936,1110,2.0,80.0,0.73,148.0,0.66,0.05,37,0.06,0.005,15.8,0.35,5.5,14.9,11.0,4.18,47.25,{AB6574F0-EE3E-42E8-8E78-8F9718C68C1E},93564,Improved grassland,20644.634467,652.34882562,Yes,0.1,0.1,0.0,0.3,0.1,0.0,0.3,0.1,0.2,1.2,2,,652.34882562,20644.63445421,{AB6574F0-EE3E-42E8-8E78-8F9718C68C1E},0.007765638522677774,2.8447588990017046e-06,POINT (-7.357181225505177 54.24520170374107)
82,554964,174,0.5,13.5,1.78,753.0,0.45,0.28,61,0.24,0.02,16.4,0.58,11.1,47.7,33.0,4.72,10.33,{AC56E9EE-FE8D-478F-B5D0-3E960D150963},4653,Arable and horticulture,13829.1239316,477.78903338,No,0.1,0.1,0.0,0.45,0.2,0.0,0.0,0.2,0.0,1.05,2,,477.78903338,13829.1241009,{AC56E9EE-FE8D-478F-B5D0-3E960D150963},0.006188300563158476,1.9009677869754359e-06,POINT (-7.485171182391859 54.1432033938135)
83,554965,84,0.5,11.0,1.12,239.0,0.3,0.26,41,0.15,0.01,16.2,0.09,8.8,27.0,24.0,4.81,9.5,{51CC1DCD-7D0C-4998-ADFD-9E12CD6206CA},25705,Improved grassland,13112.6145264,536.96001199,No,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.2,0.0,0.9,2,,536.96001199,13112.614514,{51CC1DCD-7D0C-4998-ADFD-9E12CD6206CA},0.006660281106717146,1.8062322133833402e-06,POINT (-7.361479191137866 54.23012275136057)
84,554970,797,0.5,25.7,1.53,278.0,2.38,0.06,35,0.11,0.005,14.4,0.54,5.3,28.1,16.0,5.38,48.46,{CA868DDF-0A70-46D5-8529-2E5938C036AA},117057,Improved grassland,104113.212586,1595.85179305,Yes,0.1,0.1,0.3,0.0,0.1,0.3,0.3,0.2,0.0,1.4,3,,1595.85179305,104113.21261811,{CA868DDF-0A70-46D5-8529-2E5938C036AA},0.02019201992065887,1.4323164231357466e-05,POINT (-7.39323096367192 54.1761052345778)
85,554971,135,0.5,6.2,0.25,38.0,0.06,0.12,13,0.08,0.01,10.2,0.03,3.4,8.8,13.0,4.12,10.36,{69B996D0-D46C-4C01-B7F0-1A7C58F9220A},20129,Improved grassland,17876.6118513,548.71243683,Yes,0.1,0.15,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.95,2,,548.71243684,17876.61210202,{69B996D0-D46C-4C01-B7F0-1A7C58F9220A},0.006961243501920192,2.464547802753351e-06,POINT (-7.3920804383776675 54.26593775167211)
86,554976,187,0.5,8.4,1.0,322.0,0.32,0.17,59,0.17,0.02,13.0,0.22,7.1,26.8,25.0,5.65,7.18,{9C7CD265-82E0-4FD3-AB42-F6AB17453D25},92982,Improved grassland,9447.4841356,465.90362265,Yes,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.2,0.0,0.9,2,,465.90362265,9447.48405281,{9C7CD265-82E0-4FD3-AB42-F6AB17453D25},0.005914143653127668,1.2988820161502553e-06,POINT (-7.503287004558678 54.14971201287088)
87,554982,212,0.5,16.4,1.52,836.0,0.51,0.29,83,0.25,0.01,18.8,0.56,14.0,55.1,38.0,5.05,16.35,{B7765073-737E-436B-B58A-2A8F198CB766},165784,Improved grassland,5068.45675059,346.0694779,Yes,0.0,0.05,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.55,1,,346.0694779,5068.45671739,{B7765073-737E-436B-B58A-2A8F198CB766},0.004678891993167132,6.964425377107999e-07,POINT (-7.4903055147213395 54.126344481130054)
88,554984,99,0.5,8.2,0.24,50.0,0.1,0.15,18,0.11,0.02,7.9,0.03,3.3,11.9,14.0,4.61,22.64,{7B81096E-BCDA-4C3C-A45D-DB9098402288},93777,Improved grassland,12905.8674992,490.13855916,Yes,0.1,0.05,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.15,2,,490.13855916,12905.86759075,{7B81096E-BCDA-4C3C-A45D-DB9098402288},0.005696575516391659,1.7812085926815742e-06,POINT (-7.312401836298546 54.310814643484875)
89,554986,320,0.5,19.4,1.91,765.0,0.23,0.22,79,0.14,0.02,14.8,0.62,9.3,33.8,24.0,4.32,10.05,{7D1E12A6-84F5-423C-B690-9FD9ED5F9098},98188,Improved grassland,11730.9131538,446.42763042,No,0.1,0.15,0.0,0.3,0.2,0.3,0.0,0.2,0.0,1.25,2,,446.42763042,11730.91323377,{7D1E12A6-84F5-423C-B690-9FD9ED5F9098},0.005691212740661959,1.612800698914896e-06,POINT (-7.474549175404595 54.149446206275464)
90,554988,549,2.0,35.4,2.81,315.0,4.2,0.32,73,0.5,0.03,16.9,0.65,9.3,49.9,26.0,5.86,41.99,{01C60C50-3D3B-4D29-BF23-AA97D479794F},44189,Improved grassland,12386.8033968,488.47358447,Yes,0.0,0.1,0.3,0.0,0.2,0.3,0.0,0.1,0.0,1.0,2,,488.47358447,12386.8031162,{01C60C50-3D3B-4D29-BF23-AA97D479794F},0.006214205571994638,1.7024703159114424e-06,POINT (-7.338063743827993 54.13814478981349)
91,555003,468,0.5,9.6,1.6,1730.0,0.2,0.11,47,0.1,0.005,15.4,0.89,4.9,20.3,11.0,4.64,9.41,{DEAD3C7E-51F5-45C3-8197-073D2B84C5C3},19063,Improved grassland,39053.7483381,963.08445955,Yes,0.15,0.15,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.8,1,,963.08445955,39053.74916008,{DEAD3C7E-51F5-45C3-8197-073D2B84C5C3},0.011681793540587458,5.384676000887089e-06,POINT (-7.826899672145434 54.26838042761085)
92,555005,340,0.5,14.4,0.61,378.0,2.33,0.21,43,0.33,0.02,18.8,0.29,5.9,38.6,35.0,6.75,9.74,{BBEB00AA-DCBB-4126-9F3A-17D42E29E798},125630,Improved grassland,4327.85516296,287.23933638,Yes,0.1,0.05,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.55,1,,287.23933638,4327.85511416,{BBEB00AA-DCBB-4126-9F3A-17D42E29E798},0.003459994190326734,5.964203052610312e-07,POINT (-7.450603331087564 54.24834112837327)
93,555007,77,0.5,3.9,0.46,52.0,0.06,0.22,11,0.11,0.01,14.0,0.01,4.1,7.7,14.0,4.52,9.26,{446BABC9-F646-4F19-BFC2-C912C749C55E},24723,Improved grassland,8031.37916563,346.97160092,No,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.2,0.0,1.25,2,,346.97160092,8031.37921228,{446BABC9-F646-4F19-BFC2-C912C749C55E},0.004325153468074698,1.1053602095662636e-06,POINT (-7.614004095243101 54.193303345166456)
94,555009,402,0.5,11.4,0.76,1160.0,0.35,0.18,55,0.23,0.02,17.5,0.43,6.6,45.2,27.0,4.44,12.71,{2ECDF930-1E79-4B38-BAB2-D411FC207258},166007,Improved grassland,10332.7699143,443.5952665,Yes,0.1,0.1,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.1,2,,443.5952665,10332.76988137,{2ECDF930-1E79-4B38-BAB2-D411FC207258},0.004895015409517172,1.4240994544123197e-06,POINT (-7.733534965816852 54.25225501322166)
95,555018,288,0.5,5.7,0.62,662.0,0.1,0.09,30,0.08,0.01,9.1,0.21,3.8,12.6,13.0,4.16,12.25,{DB7E8AD7-D767-488F-BA42-1AAC6D898FF7},18585,Improved grassland,25540.553416,819.51195575,Yes,0.15,0.15,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.9,2,,819.51195575,25540.55371879,{DB7E8AD7-D767-488F-BA42-1AAC6D898FF7},0.010596286370803072,3.51854695757174e-06,POINT (-7.735276283043927 54.234309483575295)
96,555021,631,1.0,54.7,2.01,324.0,1.3,0.15,52,0.21,0.02,18.1,0.63,7.5,45.3,29.0,4.94,24.44,{7E5FA3D3-CD85-4EA3-B350-D8ABFF44D727},51224,Improved grassland,3758.22400082,320.86581188,Yes,0.1,0.05,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.85,2,,320.86581188,3758.22384866,{7E5FA3D3-CD85-4EA3-B350-D8ABFF44D727},0.0037651588302286105,5.172743540703929e-07,POINT (-7.431004084772773 54.196638163910066)
97,555030,736,3.0,13.2,1.04,288.0,3.25,0.04,23,0.05,0.005,16.9,0.86,3.9,13.7,5.0,5.11,47.26,{66751705-717D-416A-8CD3-02A2E0C8A3DD},42960,Improved grassland,54226.5441246,1027.94179361,Yes,0.15,0.05,0.3,0.0,0.0,0.3,0.3,0.1,0.0,1.2,2,,1027.94179361,54226.54369759,{66751705-717D-416A-8CD3-02A2E0C8A3DD},0.012172741722880413,7.478807538903574e-06,POINT (-7.839181033759901 54.279402385567344)
98,555032,534,0.5,3.9,3.0,10.0,0.25,0.02,27,0.14,0.03,44.4,0.33,2.6,2.5,0.5,3.34,96.69,{640E7F73-B170-420D-83BC-7CB016C75AF0},92219,Improved grassland,188177.472273,2048.93924208,Yes,0.15,0.15,0.0,0.3,0.0,0.3,0.3,0.1,0.6,1.9,3,,2048.93924207,188177.47271789,{640E7F73-B170-420D-83BC-7CB016C75AF0},0.02466378012789897,2.5917437842617695e-05,POINT (-7.839806751473665 54.2250612028689)
99,555036,383,0.5,14.8,0.47,188.0,0.38,0.19,64,0.27,0.01,21.4,0.4,4.9,28.3,31.0,4.49,20.96,{15C3E2E9-C1F5-473A-BD69-EC28D6AE73F0},52201,Improved grassland,8659.97951812,372.56354929,No,0.1,0.05,0.3,0.0,0.2,0.0,0.3,0.1,0.0,1.05,2,,372.56354929,8659.97953773,{15C3E2E9-C1F5-473A-BD69-EC28D6AE73F0},0.004758315115352881,1.1929593612852605e-06,POINT (-7.456537974467513 54.232179290671986)
100,555040,219,0.5,5.6,0.88,169.0,0.35,0.11,19,0.12,0.01,15.6,0.17,6.4,14.0,13.0,4.17,44.79,{D4779E5C-AECC-4204-8033-898A3E46D02D},92519,Improved grassland,13296.7499715,557.33163134,Yes,0.15,0.15,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.9,2,,557.33163133,13296.74987522,{D4779E5C-AECC-4204-8033-898A3E46D02D},0.007432308379783583,1.8313363201393276e-06,POINT (-7.744975325345615 54.22321760188913)
101,555042,214,0.5,9.3,0.87,521.0,0.1,0.25,35,0.12,0.005,12.5,0.37,4.6,13.6,13.0,3.86,7.93,{40995BD3-CFB3-4CE4-87C6-5973E18B2D0C},97304,Improved grassland,10747.7758952,420.05233948,No,0.15,0.15,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.9,2,,420.05233948,10747.77585065,{40995BD3-CFB3-4CE4-87C6-5973E18B2D0C},0.005467013877086293,1.4811498540127882e-06,POINT (-7.759042641183483 54.248023568753986)
102,555044,183,0.5,4.6,0.16,40.0,0.19,0.12,14,0.07,0.005,12.4,0.18,2.4,7.7,10.0,4.78,15.35,{0E01C73B-0626-431E-859B-00A50C47DA1A},24088,Improved grassland,10911.7482685,462.45597229,Yes,0.15,0.15,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.8,1,,462.4559723,10911.7482694,{0E01C73B-0626-431E-859B-00A50C47DA1A},0.0053057466009270565,1.5044726942717644e-06,POINT (-7.854344550790527 54.267581311474814)
103,555059,213,0.5,4.2,0.17,49.0,0.33,0.09,15,0.06,0.005,10.6,0.35,1.3,7.3,10.0,4.97,23.47,{B00A0623-F7B6-4E5E-A5E8-C9D5FA8B2888},97202,Improved grassland,17501.6974123,563.694255,Yes,0.15,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,563.694255,17501.69747534,{B00A0623-F7B6-4E5E-A5E8-C9D5FA8B2888},0.007206772963718633,2.4125626006942996e-06,POINT (-7.841424170344642 54.25900358257901)
104,555074,205,0.5,10.8,0.52,393.0,0.4,0.23,22,0.13,0.01,14.0,0.12,5.9,23.1,17.0,5.6,10.97,{3BA0F942-DF40-4ABD-93A9-EECEF50DF031},97856,Improved grassland,8004.2287285,363.2168592,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.9,2,,363.2168592,8004.22879373,{3BA0F942-DF40-4ABD-93A9-EECEF50DF031},0.004252673319929196,1.10170377262292e-06,POINT (-7.634994573509493 54.196567055378125)
105,555081,573,0.5,17.3,2.96,267.0,0.28,0.1,49,0.1,0.005,19.0,1.25,9.6,17.4,17.0,4.66,16.62,{22F6115D-362D-4217-BE76-EBF7F178C1EC},124002,Improved grassland,4496.28997476,306.88482981,Yes,0.1,0.05,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.75,1,,306.88482981,4496.28997404,{22F6115D-362D-4217-BE76-EBF7F178C1EC},0.0039800376258728575,6.20074823747648e-07,POINT (-7.8076585436707475 54.27714616660958)
106,555087,338,0.5,13.4,1.23,1070.0,0.15,0.25,51,0.13,0.005,13.7,0.66,5.6,23.2,15.0,4.72,9.39,{6459B719-5BC0-4C67-8A50-A037C757CD1C},117485,Improved grassland,22975.9959265,759.13798479,No,0.15,0.15,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.8,1,,759.13798479,22975.99587863,{6459B719-5BC0-4C67-8A50-A037C757CD1C},0.009402610576657335,3.1686912833731177e-06,POINT (-7.868138499967442 54.27827873014613)
107,555100,842,1.0,37.8,2.35,235.0,2.99,0.03,56,0.06,0.01,18.8,0.48,7.5,8.0,4.0,5.24,65.92,{BA4D1596-7CD5-448C-96F3-D0777F6AF696},52466,Improved grassland,10274.8160435,570.19049002,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,570.19049002,10274.81583173,{BA4D1596-7CD5-448C-96F3-D0777F6AF696},0.007153685504522456,1.4187644528310516e-06,POINT (-7.412935124175069 54.33083164892476)
