,Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,pH,%OM,ARCA_ID,OBJECTID,bh,shape_star,shape_stle,hydoconnec,rainfall_2,slope_2,landclass2,host_2,soilp_2,q10_2,riverbuff2,rwb_stat_2,erosion,riskscore2,ruleid,override,SHAPE__Length,SHAPE__Area,GlobalID,SHAPE_Length,SHAPE_Area,geometry
186,555470,753,2.0,22.5,0.75,190.0,1.13,0.08,26,0.3,0.02,11.5,0.29,5.3,20.5,19.0,4.83,22.71,{07841B9E-4B8E-41C6-8286-B26C00075BBC},128746,Improved grassland,8956.7358905,403.9738616,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.2,0.0,1.6,3,,403.9738616,8956.73596477,{07841B9E-4B8E-41C6-8286-B26C00075BBC},0.004533604248110749,1.2431023262652716e-06,POINT (-7.283995929448895 54.54300089339065)
187,555485,662,0.5,24.1,0.57,232.0,1.39,0.15,29,0.38,0.01,13.4,0.24,5.3,24.7,21.0,4.71,35.24,{2E070A42-3AB7-4550-BED3-368A6B650B13},48109,Improved grassland,10073.6473556,690.49538238,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.3,0.0,1.4,3,,690.49538238,10073.64776087,{2E070A42-3AB7-4550-BED3-368A6B650B13},0.008060310062972868,1.3984945207435618e-06,POINT (-7.233354720968155 54.55411735616014)
188,555499,212,0.5,13.3,0.15,144.0,0.13,0.27,44,0.43,0.03,23.3,0.07,4.0,18.3,24.0,4.66,18.08,{8E71EAC9-F2F8-48B1-943D-BA80FB14CEBB},35250,Improved grassland,20067.0023512,702.41594966,Yes,0.15,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,702.41594966,20067.00202434,{8E71EAC9-F2F8-48B1-943D-BA80FB14CEBB},0.00886887094419485,2.800860114499714e-06,POINT (-7.058633180797292 54.7757170290474)
189,555504,318,0.5,21.0,0.37,443.0,0.11,0.22,66,0.48,0.04,25.0,0.11,12.7,22.8,31.0,4.13,12.15,{B4A589F2-DEB5-44CA-AC26-CD9C2D627819},35319,Improved grassland,13594.7696362,498.20623314,No,0.1,0.15,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,498.20623314,13594.76965576,{B4A589F2-DEB5-44CA-AC26-CD9C2D627819},0.005474617739184133,1.901417701636978e-06,POINT (-7.198610704169077 54.8592772849952)
190,555505,371,1.0,17.8,0.3,182.0,0.14,0.17,41,0.35,0.03,14.5,0.07,11.0,14.0,22.0,4.64,10.62,{B3F8A106-1D6C-4FD4-B944-5DFA9BE70059},81385,Improved grassland,12048.0814578,462.89793436,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.1,0.0,1.5,3,,462.89793436,12048.08150505,{B3F8A106-1D6C-4FD4-B944-5DFA9BE70059},0.0060564599008113475,1.6847654295152065e-06,POINT (-7.272401856798481 54.85085784361912)
191,555507,325,0.5,8.3,0.32,723.0,0.1,0.29,45,0.34,0.04,21.6,0.09,3.1,12.2,19.0,4.35,9.86,{46D8A958-6CDB-4EBA-BCD0-ABC161833597},109332,Improved grassland,11597.6545482,470.14649,No,0.15,0.15,0.0,0.3,0.1,0.0,0.3,0.1,0.0,1.1,2,,470.14649,11597.65464669,{46D8A958-6CDB-4EBA-BCD0-ABC161833597},0.006238131542216532,1.6229713244808493e-06,POINT (-6.934072687783525 54.88341986791483)
192,555519,261,0.5,6.8,0.17,146.0,0.13,0.29,33,0.28,0.04,11.7,0.05,1.9,11.5,13.0,4.28,19.92,{3AA7750E-FB46-43D4-B896-DB7B79A91CB6},80176,Improved grassland,43046.1924382,856.73336378,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,856.73336378,43046.19273289,{3AA7750E-FB46-43D4-B896-DB7B79A91CB6},0.010274657490377304,6.024556704490064e-06,POINT (-7.055054799164659 54.88711645060316)
193,555531,373,1.0,21.7,0.57,473.0,0.14,0.15,56,0.34,0.03,25.6,0.15,27.5,22.8,45.0,4.8,11.37,{79C1DE6A-D491-430A-86B4-4BEA19DFAC4E},171245,Improved grassland,22367.6872271,665.628713,No,0.1,0.15,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.95,2,,665.628713,22367.687237,{79C1DE6A-D491-430A-86B4-4BEA19DFAC4E},0.008154115779346155,3.1308400833289156e-06,POINT (-7.131043662898477 54.89113343161835)
194,555536,1090,2.0,35.8,0.55,152.0,0.33,0.24,133,0.28,0.02,73.0,1.42,10.3,31.3,36.0,4.66,22.5,{A0391879-EC6D-4486-97FF-7F2BD26DDFF2},35412,Improved grassland,9542.37639277,446.07598054,Yes,0.1,0.1,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.1,2,,446.07598054,9542.37634402,{A0391879-EC6D-4486-97FF-7F2BD26DDFF2},0.00621931059585647,1.3348975862975475e-06,POINT (-7.122130844067754 54.86742595813389)
195,555537,870,0.5,17.5,0.26,137.0,0.16,0.27,57,0.45,0.03,23.1,0.08,5.9,18.5,28.0,4.71,13.88,{BBBEA3F2-CF2F-4803-A6EA-DDDE35CF4941},33817,Improved grassland,3531.64434008,316.42152788,No,0.15,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.85,2,,316.42152788,3531.6442905,{BBBEA3F2-CF2F-4803-A6EA-DDDE35CF4941},0.004395611246341966,4.937907318341327e-07,POINT (-7.245795895001685 54.84580868786175)
196,555538,292,2.0,14.0,0.29,215.0,0.16,0.22,97,0.48,0.04,20.5,0.82,7.4,20.1,37.0,4.22,7.46,{F2D6EA7E-7AC4-4BA6-A0D6-1ACEE36EF401},155990,Improved grassland,8622.70373939,358.64845604,Yes,0.1,0.1,0.3,0.0,0.1,0.0,0.3,0.1,0.0,1.0,2,,358.64845604,8622.70368733,{F2D6EA7E-7AC4-4BA6-A0D6-1ACEE36EF401},0.004384007762161154,1.2059331853546817e-06,POINT (-7.170064195809167 54.85715412515142)
197,555540,167,3.0,10.9,0.39,77.0,0.07,0.27,50,0.34,0.03,39.6,0.14,9.5,11.7,18.0,4.26,46.03,{54817320-C601-4103-A98C-1AEC5D7D4E2D},884,Arable and horticulture,24713.2241655,742.44456528,Yes,0.1,0.15,0.0,0.0,0.3,0.0,0.3,0.1,0.0,0.95,2,,742.44456529,24713.22430839,{54817320-C601-4103-A98C-1AEC5D7D4E2D},0.009288914497029682,3.4582358378478987e-06,POINT (-7.129463551187196 54.879857395835195)
198,555544,537,1.0,51.2,0.77,607.0,0.07,0.2,151,1.63,0.03,42.4,0.14,19.9,62.9,152.0,4.21,23.07,{D208462D-7214-448A-A2DF-258A405EED7F},167380,Improved grassland,7270.80976616,344.65148965,No,0.15,0.15,0.0,0.3,0.3,0.0,0.0,0.1,0.0,1.0,2,,344.65148965,7270.80977266,{D208462D-7214-448A-A2DF-258A405EED7F},0.004136630607911206,1.0149185192875276e-06,POINT (-7.246449170420814 54.77817936426762)
199,555554,407,2.0,15.7,0.36,386.0,0.22,0.23,39,0.32,0.04,18.2,0.16,4.6,13.5,23.0,4.84,9.68,{3333451D-AFB4-4693-9E0F-7F893DC53052},154419,Improved grassland,15770.1664936,635.23941582,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.3,0.1,0.0,1.15,2,,635.23941582,15770.16646522,{3333451D-AFB4-4693-9E0F-7F893DC53052},0.008015626024099587,2.207369574629164e-06,POINT (-6.950105958444734 54.891815089066185)
200,555558,706,3.0,17.6,0.51,689.0,0.2,0.23,58,0.3,0.04,27.9,0.15,4.7,13.6,21.0,4.67,7.13,{FBDAF6E7-C3FC-4BA1-A820-FC9DA797C62C},80136,Improved grassland,15875.1068705,586.25769472,Yes,0.1,0.15,0.3,0.0,0.2,0.3,0.3,0.1,0.0,1.45,3,,586.25769472,15875.10669975,{FBDAF6E7-C3FC-4BA1-A820-FC9DA797C62C},0.0073584719876621085,2.2207742639964495e-06,POINT (-7.084383143054104 54.86782088388558)
201,555561,612,2.0,21.6,0.69,598.0,0.14,0.2,81,0.44,0.03,28.0,0.23,16.2,18.9,23.0,4.29,10.04,{21BE9D63-8B84-44BA-8725-A8F781FA6137},79973,Improved grassland,4766.07500144,299.58819405,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.2,0.1,0.0,1.05,2,,299.58819405,4766.07503924,{21BE9D63-8B84-44BA-8725-A8F781FA6137},0.003534983367935475,6.666944904275577e-07,POINT (-7.148423335620386 54.86513390288472)
202,555562,370,2.0,20.5,0.48,260.0,0.14,0.22,56,0.53,0.04,19.6,0.12,12.4,21.7,35.0,4.29,11.29,{D6B7C6B3-3390-498D-853F-E50E610CC8B1},79447,Improved grassland,23223.6308801,668.14792123,Yes,0.15,0.15,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.8,1,,668.14792123,23223.63090329,{D6B7C6B3-3390-498D-853F-E50E610CC8B1},0.008527654899516533,3.2464865607916693e-06,POINT (-7.231053110957061 54.83850281826537)
203,555564,751,2.0,39.0,0.72,478.0,0.18,0.31,92,0.55,0.02,20.5,0.12,4.1,25.2,24.0,4.93,7.06,{BF7E2B0A-17D7-498D-8305-C631BFC1163D},155319,Improved grassland,11361.438914,480.74034532,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.3,0.1,0.0,1.15,2,,480.74034532,11361.4389039,{BF7E2B0A-17D7-498D-8305-C631BFC1163D},0.006215044688925811,1.5855262812781686e-06,POINT (-7.231094707479138 54.76836324802137)
204,555565,496,4.0,27.2,0.3,262.0,0.17,0.58,60,0.56,0.03,18.9,0.07,3.3,23.8,27.0,5.38,9.6,{62D54B13-EF97-4EA5-B61D-1F42BC5FC776},37458,Improved grassland,11425.4325989,442.1243382,No,0.15,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.85,2,,442.1243382,11425.4324736,{62D54B13-EF97-4EA5-B61D-1F42BC5FC776},0.005639842452061398,1.5979878758074176e-06,POINT (-7.10304576624767 54.85925558445435)
205,555569,510,0.5,26.5,0.82,93.0,0.15,0.13,53,0.23,0.02,48.0,0.5,23.5,11.4,13.0,3.9,33.57,{39231C4F-2591-4906-B275-CD5D6B01AA1F},10834,Arable and horticulture,4692.364428,274.71410077,Yes,0.1,0.05,0.0,0.45,0.3,0.0,0.0,0.1,0.0,1.0,2,,274.71410077,4692.36443027,{39231C4F-2591-4906-B275-CD5D6B01AA1F},0.003394648157325902,6.567007677891358e-07,POINT (-7.118824720012646 54.884748281890545)
206,555578,923,0.5,44.0,0.53,424.0,0.22,0.22,81,0.33,0.04,43.4,0.26,9.7,15.3,21.0,5.48,10.13,{01EA51EF-B10C-458B-97CA-CAE4C1A01063},154326,Improved grassland,6967.29264487,331.19800826,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.25,2,,331.19800826,6967.29273809,{01EA51EF-B10C-458B-97CA-CAE4C1A01063},0.0040713671282720885,9.752468328535372e-07,POINT (-7.09860099747441 54.89235222279358)
207,555580,448,1.0,19.3,0.61,560.0,0.11,0.18,50,0.28,0.02,26.9,0.12,15.2,13.3,19.0,4.28,5.42,{6DE0C1F5-0840-49C1-9D5B-EE1F0E7DEBB4},37400,Improved grassland,6836.29133286,334.94576641,Yes,0.1,0.15,0.0,0.3,0.1,0.0,0.3,0.1,0.0,1.05,2,,334.94576641,6836.29136429,{6DE0C1F5-0840-49C1-9D5B-EE1F0E7DEBB4},0.004227861244264884,9.562975369779222e-07,POINT (-7.2138287681430535 54.865458284532764)
208,555583,697,3.0,30.0,0.75,409.0,0.17,0.21,61,0.62,0.03,21.3,0.17,16.2,25.9,44.0,4.26,12.85,{6F9D399C-D8AD-4F30-96BA-A94038D8DA5B},81354,Improved grassland,7368.99705883,340.45047778,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.85,2,,340.45047778,7368.99695059,{6F9D399C-D8AD-4F30-96BA-A94038D8DA5B},0.00417402929468433,1.0301811609285554e-06,POINT (-7.25639654489487 54.83990040452581)
209,555587,392,0.5,28.2,0.88,910.0,0.33,0.13,136,1.46,0.04,21.6,0.33,6.1,53.1,135.0,4.37,8.83,{060CDF33-BE6F-4BC0-829C-B00E1A33F11F},167395,Improved grassland,7915.36569354,353.29158888,Yes,0.15,0.15,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.8,1,,353.29158888,7915.365639,{060CDF33-BE6F-4BC0-829C-B00E1A33F11F},0.0042439043037370856,1.1056013198542288e-06,POINT (-7.235003512852332 54.80492221833881)
210,555588,247,3.0,7.7,0.17,70.0,0.23,0.25,21,0.17,0.03,14.2,0.06,1.6,7.0,10.0,5.01,13.59,{EF2008EB-BBF8-48B1-ABDF-329E5131FB03},35443,Improved grassland,25479.390421,654.3881749,No,0.15,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.2,2,,654.3881749,25479.39026275,{EF2008EB-BBF8-48B1-ABDF-329E5131FB03},0.008464074522022098,3.563452762808825e-06,POINT (-7.041547911160729 54.85809392890056)
211,555589,463,3.0,22.9,0.31,253.0,0.22,0.16,60,0.87,0.02,22.1,0.14,4.5,36.5,71.0,4.54,20.58,{6AFB60C3-E2FB-4D2E-82FE-BE3731D382A5},34509,Improved grassland,51018.156732,976.14684154,No,0.15,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.2,2,,976.14684154,51018.15675093,{6AFB60C3-E2FB-4D2E-82FE-BE3731D382A5},0.013362941959079866,7.126505035847303e-06,POINT (-7.262709948014443 54.80692631855677)
212,555593,152,0.5,24.2,0.26,222.0,0.11,0.29,65,0.86,0.03,15.7,0.04,3.4,33.9,58.0,4.64,10.33,{D3F00BA2-53EC-449A-BF1F-0FEF460EE7F2},36573,Improved grassland,6171.30459012,320.32795871,Yes,0.15,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.85,2,,320.32795871,6171.30446973,{D3F00BA2-53EC-449A-BF1F-0FEF460EE7F2},0.004145100237594213,8.622005877668332e-07,POINT (-7.275954438253769 54.81419251736317)
213,555598,634,0.5,33.2,0.41,242.0,0.45,0.14,67,0.37,0.02,43.2,0.35,19.5,13.7,20.0,4.81,21.5,{67FC7117-FFF6-4FC4-B15A-59C87C3A6B5E},36709,Improved grassland,4416.25739345,266.02442298,Yes,0.1,0.15,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.25,2,,266.02442298,4416.25734668,{67FC7117-FFF6-4FC4-B15A-59C87C3A6B5E},0.0035579641248623677,6.17810155913857e-07,POINT (-7.280229874801643 54.86763078360573)
214,555600,552,3.0,25.4,0.45,677.0,0.13,0.24,73,0.32,0.04,30.1,0.18,11.8,15.7,19.0,5.12,9.96,{EB984805-0113-4313-B0BC-A9E88A24CE98},81987,Improved grassland,11530.3991886,474.47757728,No,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,474.47757728,11530.39884595,{EB984805-0113-4313-B0BC-A9E88A24CE98},0.006157959272168624,1.6137564005398172e-06,POINT (-7.093019028253111 54.886920832580074)
215,555607,570,1.0,27.2,0.62,184.0,0.17,0.32,56,0.42,0.03,15.7,0.05,14.6,22.1,27.0,4.45,12.99,{646028AE-DAB5-4D48-BD65-95238B88C2ED},110742,Improved grassland,10681.4710636,475.95872114,No,0.15,0.15,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.9,2,,475.95872114,10681.47105747,{646028AE-DAB5-4D48-BD65-95238B88C2ED},0.005381224087694574,1.4897260870231073e-06,POINT (-7.187263217742197 54.743643146099785)
216,555613,267,2.0,9.0,0.28,219.0,0.13,0.2,22,0.19,0.04,9.7,0.05,4.3,7.2,12.0,4.6,8.31,{27126804-7991-44A0-BAFC-F4143A9B88EE},155119,Improved grassland,12978.3568681,488.64543856,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.95,2,,488.64543856,12978.35694273,{27126804-7991-44A0-BAFC-F4143A9B88EE},0.005603863483372489,1.8092745665978302e-06,POINT (-7.272872974566033 54.725079763036184)
217,555614,447,4.0,24.6,1.04,147.0,0.05,0.3,30,0.18,0.03,13.3,0.07,36.2,16.7,17.0,4.2,12.98,{FB9E4C33-1270-45E8-9F72-21FEDA65F3CE},155775,Improved grassland,5104.32750065,322.63037922,No,0.15,0.15,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.9,2,,322.63037922,5104.32756075,{FB9E4C33-1270-45E8-9F72-21FEDA65F3CE},0.0034827371276177424,7.117154437284236e-07,POINT (-7.1111560423042 54.734008941970615)
218,555617,480,0.5,12.9,0.26,346.0,0.15,0.2,49,0.34,0.03,15.2,0.06,4.0,13.2,14.0,4.86,15.65,{0433FB3B-0FF7-4CA6-A8E1-A4D72C9B4026},78570,Improved grassland,83666.6518587,1219.23007746,No,0.1,0.15,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.65,1,,1219.23007746,83666.65144368,{0433FB3B-0FF7-4CA6-A8E1-A4D72C9B4026},0.014092083588927712,1.1709241295856028e-05,POINT (-7.209592280010744 54.8837740304568)
219,555619,306,2.0,16.4,0.27,257.0,0.08,0.25,38,0.25,0.03,18.7,0.06,8.4,12.5,16.0,5.49,8.42,{16DB79EF-838B-4D4C-A119-DF6EE9F46D70},80283,Improved grassland,13686.900917,505.58958278,No,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.8,1,,505.58958278,13686.90098753,{16DB79EF-838B-4D4C-A119-DF6EE9F46D70},0.006442645784088407,1.9166363479175173e-06,POINT (-7.164064755754133 54.90853168986709)
220,555626,1040,3.0,25.2,0.41,357.0,0.19,0.34,51,0.35,0.04,18.0,0.12,9.5,19.3,25.0,5.14,10.81,{00AA0ED6-732F-4B04-90EC-BAFA50854FFB},79806,Improved grassland,15192.8394638,481.31857329,Yes,0.15,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.3,2,,481.31857329,15192.83937384,{00AA0ED6-732F-4B04-90EC-BAFA50854FFB},0.006390843066321608,2.11972735928983e-06,POINT (-7.154904131218697 54.75927722699816)
221,555643,598,0.5,14.9,0.5,480.0,0.14,0.24,24,0.17,0.03,14.2,0.06,9.1,10.7,16.0,5.18,60.75,{0EEBB0CA-5782-4EC2-87C8-690D8E716417},155731,Improved grassland,13448.6609071,499.95134743,Yes,0.1,0.15,0.3,0.0,0.1,0.0,0.3,0.1,0.0,1.05,2,,499.95134743,13448.66087173,{0EEBB0CA-5782-4EC2-87C8-690D8E716417},0.005897868200324235,1.874423147992992e-06,POINT (-7.223570976851588 54.716635142004684)
222,555652,957,2.0,39.7,0.46,320.0,0.33,0.23,53,0.32,0.04,18.6,0.14,10.9,15.6,19.0,5.66,9.27,{277AF2E5-90F6-4533-80F5-77F0D740B4CC},153221,Improved grassland,20893.454995,561.65144521,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.95,2,,561.65144521,20893.45487106,{277AF2E5-90F6-4533-80F5-77F0D740B4CC},0.007298846719331808,2.9125067666506406e-06,POINT (-7.251922604166506 54.722436959271555)
223,555659,559,2.0,19.8,0.36,293.0,0.24,0.16,44,0.29,0.03,21.5,0.12,8.1,13.4,17.0,4.71,14.0,{46BD3CBB-5F63-4ACA-B649-EE3FFD71D7A4},154206,Improved grassland,40576.9866283,855.7985312,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.3,0.3,0.0,1.35,2,,855.7985312,40576.98670463,{46BD3CBB-5F63-4ACA-B649-EE3FFD71D7A4},0.011233277607193459,5.680709730043238e-06,POINT (-7.16552373491912 54.898301129347644)
224,555663,282,0.5,16.0,0.36,94.0,0.11,0.18,33,0.23,0.02,20.2,0.1,10.6,9.6,16.0,4.33,9.86,{403F9439-DD6E-43BF-B757-913E80A0676C},109404,Improved grassland,12759.2553397,478.89551448,Yes,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.7,1,,478.89551448,12759.2554141,{403F9439-DD6E-43BF-B757-913E80A0676C},0.005519694210739585,1.7871377467068544e-06,POINT (-7.1188019336984425 54.918614083709095)
225,555683,338,0.5,27.0,1.83,71.0,0.05,0.25,47,0.14,0.02,37.7,0.2,16.7,15.7,8.0,4.61,4.71,{5FB36F50-4D28-4E6E-93AD-D25883334F3D},10751,Arable and horticulture,37076.5200778,894.63445258,Yes,0.15,0.15,0.0,0.45,0.1,0.0,0.0,0.1,0.0,0.95,2,,894.63445258,37076.51931251,{5FB36F50-4D28-4E6E-93AD-D25883334F3D},0.011490031518011642,5.165425837061498e-06,POINT (-7.19705109634129 54.69863058942537)
226,555685,501,0.5,19.7,0.42,433.0,0.18,0.27,84,0.5,0.04,40.1,0.16,4.2,23.8,33.0,6.22,5.95,{265EF661-1B45-4941-AF02-8DFF2BD62C69},80240,Improved grassland,12809.4547625,464.23202489,No,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.8,1,,464.23202489,12809.45486,{265EF661-1B45-4941-AF02-8DFF2BD62C69},0.006208798049779726,1.7929774271694995e-06,POINT (-6.976457957145309 54.89250715505862)
227,555686,294,0.5,11.5,0.37,174.0,0.15,0.13,32,0.23,0.02,19.4,0.11,4.6,10.2,15.0,5.04,10.34,{6A4E3230-63F1-4EB9-B948-6F0A46CC5A2C},156390,Improved grassland,9957.04277054,393.2886796,No,0.1,0.15,0.3,0.0,0.2,0.0,0.2,0.3,0.0,1.25,2,,393.2886796,9957.04276064,{6A4E3230-63F1-4EB9-B948-6F0A46CC5A2C},0.004905008236354669,1.3953272486451703e-06,POINT (-7.212143887792255 54.93742768720697)
228,555698,484,0.5,24.6,0.43,491.0,0.14,0.27,40,0.29,0.03,11.8,0.09,7.5,13.2,16.0,4.6,8.98,{C77D1A30-1296-4A4A-8A90-9182BB2DAD5E},153200,Improved grassland,22777.1043462,669.54741871,Yes,0.15,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.3,2,,669.54741871,22777.10429676,{C77D1A30-1296-4A4A-8A90-9182BB2DAD5E},0.008327743663162097,3.174570636361874e-06,POINT (-7.266258673084674 54.71577824737806)
229,555699,452,0.5,9.1,0.36,382.0,0.12,0.18,31,0.24,0.03,8.5,0.04,2.6,8.4,11.0,5.51,7.04,{38E2E58B-4454-4715-BBCC-4B0C76A9E487},153289,Improved grassland,35809.1246411,787.55740948,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,787.55740948,35809.12463398,{38E2E58B-4454-4715-BBCC-4B0C76A9E487},0.009957427750434202,4.9958328201438285e-06,POINT (-7.276389478857958 54.755921944971284)
230,555703,979,0.5,18.6,0.44,197.0,0.48,0.13,42,0.19,0.02,22.3,0.33,4.2,17.8,21.0,4.59,15.0,{5F84E2AB-38CE-447B-8CEC-1261DA9BC427},128150,Improved grassland,12818.7031923,460.57557758,Yes,0.1,0.1,0.3,0.0,0.1,0.3,0.3,0.1,0.0,1.3,2,,460.57557758,12818.70330412,{5F84E2AB-38CE-447B-8CEC-1261DA9BC427},0.005908900255634423,1.778227870035471e-06,POINT (-7.609142711096374 54.52083634397266)
231,555709,310,0.5,3.5,0.32,62.0,0.82,0.02,16,0.13,0.03,31.3,0.13,0.05,2.6,1.0,3.46,93.32,{DB70A051-AEF6-46A5-A7DD-D2B017794826},119418,Improved grassland,43566.7756428,854.98067316,Yes,0.1,0.05,0.3,0.0,0.0,0.3,0.3,0.1,0.0,1.15,2,,854.98067316,43566.7756596,{DB70A051-AEF6-46A5-A7DD-D2B017794826},0.010837490356663551,6.045693639095515e-06,POINT (-7.76521517978391 54.53508365763041)
232,555712,379,0.5,16.9,1.19,221.0,0.08,0.29,48,0.19,0.02,17.3,0.08,4.9,21.3,20.0,4.01,11.49,{1BF229EE-92F2-4F78-ACCF-CA5F8325C70B},101908,Improved grassland,8195.42068503,386.23162025,Yes,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.6,1,,386.23162025,8195.4207894,{1BF229EE-92F2-4F78-ACCF-CA5F8325C70B},0.005307952049753899,1.1378359021386292e-06,POINT (-7.76469542512591 54.55558233464567)
233,555716,579,0.5,105.4,0.82,1600.0,0.11,0.11,69,1.23,0.02,16.4,0.13,4.1,26.2,54.0,4.75,44.78,{6AA891F8-58E7-4835-A7E1-149583FAACB9},36961,Improved grassland,13374.5209494,495.2469401,No,0.15,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,495.2469401,13374.52123385,{6AA891F8-58E7-4835-A7E1-149583FAACB9},0.0064762575814331005,1.8635976071678482e-06,POINT (-7.0269586069804895 54.70724764389723)
234,555719,318,1.0,14.7,4.07,846.0,0.16,0.38,71,0.24,0.02,20.1,0.22,7.3,27.3,26.0,4.74,12.94,{601F08D2-38E2-421A-AB6A-60112A3EE9BE},28542,Improved grassland,9981.08226191,439.91465152,Yes,0.15,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,439.91465152,9981.08240135,{601F08D2-38E2-421A-AB6A-60112A3EE9BE},0.005521748015674666,1.387100594715253e-06,POINT (-7.729828556872311 54.59513418270023)
235,555722,202,0.5,4.3,0.15,313.0,0.05,0.2,20,0.12,0.03,25.7,0.05,7.1,7.0,9.0,4.18,17.83,{DA3CB485-825D-4576-B963-B1E181037856},10756,Arable and horticulture,4105.00709661,294.51403044,No,0.15,0.15,0.0,0.45,0.2,0.0,0.0,0.1,0.0,1.05,2,,294.51403044,4105.00703558,{DA3CB485-825D-4576-B963-B1E181037856},0.003855762308973624,5.719631188041539e-07,POINT (-7.155045638360676 54.704013358040136)
236,555726,166,0.5,4.9,0.59,806.0,0.14,0.22,40,0.14,0.02,16.8,0.09,4.0,12.8,17.0,4.52,9.47,{DCE0F2AA-93C5-40E5-81AF-B9D062DB04E2},18776,Improved grassland,15733.8868896,756.6252437,Yes,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.7,1,,756.62524371,15733.88687854,{DCE0F2AA-93C5-40E5-81AF-B9D062DB04E2},0.010896643029614513,2.1827316010365787e-06,POINT (-7.795307147620789 54.52283138674254)
237,555729,113,0.5,6.6,0.77,357.0,0.18,0.23,32,0.14,0.02,14.1,0.06,5.0,14.7,16.0,4.66,8.28,{416F81C5-9904-494F-A1F7-A27480005A33},166444,Improved grassland,23721.7881602,751.16977796,Yes,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.7,1,,751.16977797,23721.78785735,{416F81C5-9904-494F-A1F7-A27480005A33},0.010515423581526233,3.2928562966519927e-06,POINT (-7.801240303977045 54.54760803638004)
238,555730,1160,1.0,85.2,2.02,491.0,7.14,0.15,82,0.88,0.02,20.3,1.8,6.3,29.5,22.0,6.45,19.55,{1805B4FB-7E98-4082-801A-69B7348A2D4D},120718,Improved grassland,8624.34422969,468.44918286,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.95,2,,468.44918286,8624.34438919,{1805B4FB-7E98-4082-801A-69B7348A2D4D},0.005771374582610739,1.1963809224905089e-06,POINT (-7.638806400795471 54.52099154215789)
239,555746,564,5.0,91.9,0.85,121.0,1.97,0.04,37,0.09,0.01,14.5,0.71,2.0,13.2,10.0,4.73,61.62,{1C8F7A73-2F0D-4F20-BCD0-6BF9D56F04B5},53062,Improved grassland,10241.7783003,420.8276375,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,420.8276375,10241.77837925,{1C8F7A73-2F0D-4F20-BCD0-6BF9D56F04B5},0.005226823188564687,1.4205084020698016e-06,POINT (-7.8383998721764145 54.51344640352471)
